x,y,z,delta de t
6.582,0.303,-6.52,5
6.311,0.658,-6.562,5
5.594,1.349,-6.821,5
5.476,1.935,-7.003,5
5.799,2.426,-7.121,5
5.54,2.118,-6.948,5
5.511,1.838,-6.753,5
5.745,1.591,-6.53,5
6.432,0.486,-6.67,5
7.147,-0.393,-6.82,5
7.838,-0.739,-6.931,5
6.238,-1.705,-6.73,5
6.515,-1.986,-6.675,5
6.454,-2.257,-6.786,5
6.453,-2.389,-7.046,5
6.534,-2.397,-7.232,5
6.917,-2.051,-6.701,5
7.27,-2.775,-6.762,6
7.588,-4.142,-7.22,5
7.637,-4.599,-7.911,5
6.252,-4.95,-6.69,5
3.449,-5.197,-3.579,5
4.805,-4.093,-4.908,5
5.998,-3.158,-5.96,5
6.628,-2.577,-6.256,5
6.272,-2.678,-6.605,5
7.476,-1.126,-8.224,5
12.784,4.626,-12.828,5
13.224,6.376,-14.277,5
10.697,5.88,-13.538,5
2.747,1.732,-8.193,5
0.634,0.304,-6.71,5
-1.581,-4.976,-2.549,5
-0.393,-4.205,-5.052,5
1.405,-3.583,-7.484,5
3.726,-3.089,-9.854,5
2.852,-4.12,-9.761,5
2.471,-4.722,-9.395,5
2.78,-4.747,-8.716,5
2.575,-5.733,-8.212,5
2.411,-6.519,-7.903,5
2.46,-6.654,-7.94,5
3.465,-6.095,-7.765,5
4.668,-5.416,-7.718,5
5.643,-4.984,-8.298,5
5.043,-3.379,-8.702,6
3.79,-1.39,-9.029,5
3.173,-0.575,-9.4,5
1.895,0.033,-9.159,5
0.2,0.466,-8.485,5
1.323,-0.026,-8.497,5
2.254,-0.217,-8.597,5
2.97,-0.069,-8.794,5
2.105,-1.456,-8.719,5
2.05,-2.97,-8.579,5
3.605,-4.476,-8.369,5
4.312,-4.921,-8.382,5
4.574,-4.861,-8.44,5
4.13,-4.059,-8.489,5
3.791,-3.592,-8.53,5
3.463,-3.085,-8.555,5
2.969,-1.69,-8.518,5
2.762,-1.187,-8.488,5
2.705,-1.288,-8.462,5
2.137,-2.004,-8.413,5
1.858,-2.425,-8.439,5
1.858,-2.56,-8.538,5
2.283,-2.897,-8.601,5
2.608,-3.062,-8.698,5
2.756,-2.964,-8.846,5
2.123,-3.055,-8.625,5
1.549,-3.103,-8.457,5
1.413,-2.98,-8.556,5
1.453,-3.219,-8.985,6
1.552,-3.578,-9.524,5
2.029,-3.618,-9.094,5
2.335,-4.211,-8.525,5
2.359,-5.096,-8.26,5
1.804,-4.91,-8.52,5
2.171,-4.766,-8.853,5
3.307,-4.655,-9.248,5
3.387,-4.396,-9.091,5
3.03,-3.989,-8.756,5
2.129,-3.397,-8.2,5
1.678,-3.222,-8.294,5
1.623,-2.772,-8.127,5
2.228,-1.686,-7.3,5
1.918,-1.212,-7.718,5
1.258,-0.927,-8.322,5
0.258,-0.717,-8.445,5
0.019,-0.668,-8.357,5
0.168,-0.737,-8.222,5
0.563,-1.095,-8.407,5
0.749,-1.381,-8.391,5
0.794,-1.623,-8.23,5
1.077,-2.119,-8.053,5
1.271,-2.529,-7.985,5
1.336,-2.814,-8.075,5
1.421,-2.972,-8.368,5
1.517,-3.064,-8.57,5
1.628,-3.064,-8.595,5
2.38,-2.779,-8.945,5
3.161,-2.437,-9.21,6
3.655,-2.104,-9.062,5
4.077,-2.002,-8.834,5
4.451,-1.987,-8.625,5
4.723,-1.963,-8.662,5
4.964,-1.938,-8.615,5
5.176,-1.919,-8.517,5
5.237,-1.981,-8.43,5
5.401,-2.131,-8.369,5
5.66,-2.366,-8.332,5
5.705,-2.434,-8.331,5
5.707,-2.542,-8.412,5
5.657,-2.714,-8.61,5
5.767,-2.675,-8.786,5
5.782,-2.592,-8.948,5
5.59,-2.451,-9.018,5
5.603,-2.309,-8.926,5
5.59,-2.251,-8.871,5
5.578,-2.3,-8.797,5
5.558,-2.301,-8.739,5
5.523,-2.252,-8.659,5
5.399,-1.993,-8.314,5
5.303,-1.877,-8.152,5
5.229,-1.877,-8.14,5
5.105,-1.827,-8.127,5
5.071,-1.8,-8.12,5
5.145,-1.8,-8.12,5
5.119,-1.866,-8.275,5
5.142,-1.94,-8.376,6
5.278,-2.015,-8.339,5
5.453,-2.108,-8.135,5
5.614,-2.174,-7.951,5
5.7,-2.137,-7.963,5
5.744,-2.194,-7.976,5
5.776,-2.287,-7.986,5
5.85,-2.349,-7.986,5
5.935,-2.302,-7.986,5
5.993,-2.161,-7.988,5
5.944,-2.087,-8.037,5
5.823,-2.019,-8.069,5
5.625,-1.957,-8.081,5
5.577,-1.953,-8.048,5
5.522,-1.963,-7.954,5
5.435,-1.987,-7.769,5
5.41,-1.981,-7.737,5
5.388,-1.959,-7.755,5
5.338,-1.909,-7.816,5
5.334,-1.896,-7.878,5
5.32,-1.889,-7.933,5
5.184,-1.852,-7.958,5
5.041,-1.869,-7.983,5
4.917,-1.909,-8.03,5
5.102,-1.822,-8.363,5
5.21,-1.787,-8.561,5
5.247,-1.8,-8.635,5
5.2,-1.716,-8.59,5
5.156,-1.65,-8.545,6
5.119,-1.613,-8.508,5
5.037,-1.443,-8.378,5
5.03,-1.367,-8.342,5
5.005,-1.33,-8.318,5
5.027,-1.302,-8.123,5
5.057,-1.278,-7.905,5
5.057,-1.253,-7.794,5
5.073,-1.326,-7.814,5
5.099,-1.447,-7.901,5
5.136,-1.546,-8,5
5.139,-1.699,-8.092,5
5.114,-1.896,-8.178,5
5.102,-1.896,-8.178,5
5.067,-1.913,-8.127,5
5.005,-1.95,-8.016,5
4.876,-1.964,-7.972,5
4.728,-1.955,-7.926,5
4.555,-1.906,-7.865,5
4.52,-1.896,-7.892,5
4.508,-1.893,-7.996,5
4.459,-1.88,-8.268,5
4.478,-1.885,-8.385,5
4.506,-1.906,-8.465,5
4.407,-1.981,-8.724,5
4.338,-2.018,-8.792,5
4.288,-2.021,-8.719,5
4.239,-1.824,-8.373,5
4.208,-1.705,-8.167,6
4.195,-1.668,-8.105,5
3.963,-1.515,-7.95,5
3.788,-1.436,-7.852,5
3.726,-1.485,-7.852,5
3.592,-1.483,-8.028,5
3.496,-1.499,-8.202,5
3.534,-1.585,-8.289,5
3.697,-1.708,-8.529,5
3.862,-1.815,-8.767,5
3.825,-1.79,-8.742,5
3.718,-1.672,-8.694,5
3.584,-1.512,-8.64,5
3.608,-1.499,-8.677,5
3.697,-1.585,-8.681,5
3.844,-1.757,-8.655,5
3.932,-1.883,-8.604,5
3.897,-1.896,-8.479,5
3.872,-1.896,-8.331,5
3.88,-1.906,-8.355,5
3.845,-1.935,-8.476,5
3.709,-1.996,-8.747,5
3.658,-2.001,-8.848,5
3.647,-2.029,-8.887,5
3.684,-2.202,-8.887,5
3.664,-2.276,-8.829,5
3.594,-2.281,-8.747,5
3.372,-2.133,-8.697,5
3.22,-2.012,-8.676,5
3.119,-1.911,-8.677,6
2.86,-1.578,-8.801,5
2.754,-1.415,-8.919,5
2.828,-1.452,-9.03,5
3.026,-1.5,-9.096,5
3.218,-1.545,-9.166,5
3.378,-1.582,-9.253,5
3.778,-1.562,-9.342,5
4.193,-1.526,-9.438,5
4.18,-1.457,-9.603,5
4.314,-1.332,-9.835,5
4.478,-1.199,-10.044,5
4.453,-1.149,-9.97,5
4.488,-1.174,-9.54,5
4.553,-1.243,-8.894,5
4.429,-1.219,-8.66,5
4.385,-1.544,-8.302,5
4.422,-2.223,-7.821,5
4.238,-2.423,-7.713,5
4.001,-2.698,-7.525,5
3.705,-3.13,-7.179,5
3.617,-3.281,-7.27,5
3.718,-3.491,-7.515,5
4.187,-3.973,-7.934,5
4.465,-4.281,-8.108,5
4.603,-4.454,-8.213,5
4.43,-4.305,-8.398,5
4.367,-4.244,-8.418,5
4.346,-4.206,-8.341,6
4.093,-3.89,-8.23,5
3.803,-3.675,-8.242,5
3.68,-3.564,-8.254,5
3.508,-2.98,-8.315,5
3.404,-2.584,-8.377,5
3.392,-2.448,-8.439,5
3.217,-2.161,-8.479,5
3.051,-1.929,-8.516,5
2.953,-1.855,-8.553,5
2.892,-1.771,-8.551,5
2.81,-1.654,-8.553,5
2.612,-1.432,-8.602,5
2.697,-1.584,-8.884,5
2.888,-1.878,-9.242,5
2.851,-1.89,-9.328,5
2.778,-1.875,-9.365,5
2.68,-1.837,-9.364,5
2.581,-1.788,-9.277,5
2.43,-1.698,-9.277,5
2.22,-1.562,-9.376,5
2.248,-1.585,-9.475,5
2.269,-1.648,-9.656,5
2.26,-1.804,-9.887,5
2.33,-1.888,-9.961,5
2.388,-1.953,-9.978,5
2.363,-2.027,-9.904,5
2.382,-2.066,-9.856,5
2.452,-2.081,-9.813,6
2.699,-2.044,-9.739,5
2.834,-2.03,-9.703,5
2.888,-2.025,-9.681,5
2.814,-1.939,-9.496,5
2.715,-1.896,-9.497,5
2.592,-1.896,-9.682,5
2.915,-2.107,-9.48,5
3.216,-2.31,-9.317,5
3.45,-2.482,-9.243,5
3.507,-2.592,-8.969,5
3.528,-2.666,-8.661,5
3.54,-2.678,-8.352,5
3.47,-2.414,-7.832,5
3.4,-2.094,-7.323,5
3.449,-1.934,-7.163,5
3.608,-1.566,-6.984,5
3.545,-1.344,-7.024,5
3.557,-1.171,-7.185,5
3.483,-0.951,-7.398,5
3.335,-0.692,-7.658,5
3.357,-0.665,-7.648,5
3.522,-0.748,-7.701,5
3.868,-0.97,-7.837,5
3.951,-1.127,-7.874,5
4.029,-1.234,-7.886,5
4.165,-1.258,-7.874,5
4.166,-1.215,-7.929,5
4.072,-1.068,-8.072,6
3.788,-0.636,-8.442,5
3.68,-0.405,-8.645,5
3.679,-0.259,-8.778,5
3.839,-0.036,-8.975,5
3.971,0.078,-9.03,5
4.083,0.109,-8.977,5
4.206,-0.1,-8.755,5
4.277,-0.245,-8.62,5
4.289,-0.319,-8.583,5
4.29,-0.473,-8.546,5
4.277,-0.602,-8.555,5
4.24,-0.676,-8.641,5
4.243,-0.729,-8.768,5
4.213,-0.789,-8.864,5
4.064,-0.875,-8.852,5
3.96,-0.962,-8.76,5
3.892,-1.058,-8.643,5
3.917,-1.206,-8.556,5
3.964,-1.324,-8.507,5
4.028,-1.421,-8.491,5
4.127,-1.495,-8.602,5
4.238,-1.582,-8.688,5
4.362,-1.681,-8.75,5
4.462,-1.78,-8.788,5
4.52,-1.853,-8.81,5
4.52,-1.89,-8.81,5
4.478,-1.959,-8.757,5
4.399,-2.018,-8.68,5
4.251,-2.043,-8.569,6
4.074,-2.03,-8.458,5
3.929,-2.005,-8.354,5
3.941,-1.981,-8.28,5
3.978,-1.972,-8.238,5
4.035,-1.98,-8.229,5
4.171,-2.054,-8.365,5
4.253,-2.107,-8.494,5
4.29,-2.144,-8.618,5
4.29,-2.255,-8.643,5
4.274,-2.333,-8.635,5
4.237,-2.371,-8.585,5
4.211,-2.474,-8.514,5
4.19,-2.555,-8.453,5
4.178,-2.58,-8.416,5
4.224,-2.556,-8.417,5
4.274,-2.522,-8.427,5
4.287,-2.497,-8.427,5
4.341,-2.312,-8.494,5
4.415,-2.079,-8.582,5
4.489,-2.017,-8.594,5
4.535,-1.956,-8.664,5
4.558,-1.896,-8.772,5
4.546,-1.896,-8.797,5
4.48,-1.902,-8.733,5
4.357,-1.914,-8.573,5
4.371,-1.915,-8.549,5
4.423,-1.919,-8.491,5
4.522,-1.932,-8.355,6
4.56,-1.934,-8.341,5
4.574,-1.921,-8.343,5
4.562,-1.871,-8.319,5
4.576,-1.84,-8.348,5
4.597,-1.807,-8.38,5
4.597,-1.732,-8.331,5
4.65,-1.712,-8.297,5
4.724,-1.723,-8.267,5
4.626,-1.71,-8.168,5
4.552,-1.698,-8.133,5
4.503,-1.685,-8.158,5
4.489,-1.804,-8.242,5
4.507,-1.887,-8.318,5
4.569,-1.911,-8.38,5
4.594,-1.954,-8.475,5
4.612,-2,-8.577,5
4.645,-2.04,-8.643,5
4.636,-2.021,-8.647,5
4.619,-1.991,-8.643,5
4.631,-1.991,-8.667,5
4.603,-1.959,-8.627,5
4.559,-1.914,-8.558,5
4.559,-1.901,-8.534,5
4.525,-1.889,-8.461,5
4.463,-1.877,-8.35,5
4.463,-1.864,-8.338,5
4.485,-1.863,-8.32,5
4.534,-1.875,-8.295,6
4.595,-1.877,-8.337,5
4.648,-1.894,-8.365,5
4.685,-1.943,-8.353,5
4.644,-1.953,-8.38,5
4.579,-1.95,-8.42,5
4.505,-1.938,-8.469,5
4.473,-1.917,-8.476,5
4.454,-1.887,-8.475,5
4.394,-1.827,-8.548,5
4.339,-1.786,-8.573,5
4.287,-1.759,-8.564,5
4.201,-1.672,-8.638,5
4.162,-1.622,-8.7,5
4.175,-1.609,-8.749,5
4.175,-1.608,-8.948,5
4.175,-1.608,-9.116,5
4.175,-1.608,-9.215,5
4.339,-1.701,-9.436,5
4.503,-1.791,-9.632,5
4.577,-1.828,-9.693,5
4.767,-1.91,-9.647,5
4.972,-2,-9.557,5
5.033,-2.05,-9.445,5
5.003,-2.053,-9.126,5
4.921,-2.029,-8.701,5
4.896,-2.017,-8.516,5
4.73,-1.908,-8.157,5
4.433,-1.71,-7.638,6
4.209,-1.549,-7.479,5
3.799,-1.344,-7.4,5
3.297,-1.099,-7.521,5
3.2,-1.115,-7.651,5
3.165,-1.227,-7.738,5
3.239,-1.473,-7.799,5
3.341,-1.654,-7.786,5
3.489,-1.862,-7.746,5
3.773,-2.245,-7.697,5
3.959,-2.415,-7.688,5
4.082,-2.453,-7.704,5
4.107,-2.292,-7.754,5
4.166,-2.153,-7.776,5
4.252,-2.028,-7.774,5
4.178,-1.719,-7.589,5
4.115,-1.523,-7.477,5
4.065,-1.461,-7.452,5
3.737,-1.533,-7.706,5
3.492,-1.607,-7.934,5
3.455,-1.656,-8.057,5
3.418,-1.686,-8.289,5
3.381,-1.683,-8.475,5
3.344,-1.596,-8.438,5
3.363,-1.594,-8.348,5
3.451,-1.626,-8.322,5
3.476,-1.613,-8.26,5
3.479,-1.66,-8.184,5
3.469,-1.742,-8.104,5
3.518,-1.742,-8.166,6
3.665,-1.706,-8.179,5
3.912,-1.632,-8.142,5
3.973,-1.662,-8.116,5
4.118,-1.738,-8.149,5
4.414,-1.873,-8.273,5
4.514,-1.978,-8.262,5
4.541,-2.161,-8.313,5
4.479,-2.557,-8.584,5
4.481,-2.725,-8.702,5
4.483,-2.839,-8.779,5
4.384,-3.073,-8.928,5
4.387,-3.183,-8.967,5
4.438,-3.213,-8.935,5
4.364,-3.164,-8.824,5
4.335,-3.134,-8.759,5
4.348,-3.122,-8.734,5
4.186,-3.044,-8.703,5
4.12,-2.965,-8.7,5
4.033,-2.866,-8.713,5
3.914,-2.584,-8.725,5
3.839,-2.327,-8.725,5
3.863,-2.179,-8.701,5
3.907,-1.86,-8.609,5
3.94,-1.546,-8.531,5
3.916,-1.435,-8.568,5
4.138,-1.414,-8.621,5
4.455,-1.452,-8.679,5
4.554,-1.587,-8.703,6
4.666,-1.709,-8.693,5
4.788,-1.82,-8.657,5
4.788,-1.857,-8.644,5
4.845,-1.814,-8.552,5
4.969,-1.678,-8.367,5
5.036,-1.498,-8.305,5
5.133,-1.18,-8.225,5
5.294,-0.624,-8.089,5
5.265,-0.606,-8.033,5
5.169,-0.959,-8.065,5
5.008,-2.021,-8.3,5
5.074,-2.397,-8.387,5
5.232,-2.474,-8.408,5
5.38,-2.499,-8.408,5
5.432,-2.486,-8.356,5
5.41,-2.445,-8.266,5
5.187,-2.309,-8.118,5
5.076,-2.247,-8.05,5
5.076,-2.259,-8.062,5
5.146,-2.365,-8.121,5
5.21,-2.461,-8.149,5
5.259,-2.535,-8.124,5
5.205,-2.693,-7.944,5
5.145,-2.826,-7.78,5
5.12,-2.863,-7.731,5
5.023,-2.809,-7.682,5
4.916,-2.727,-7.637,5
4.878,-2.665,-7.612,6
4.854,-2.715,-7.592,5
4.836,-2.829,-7.574,5
4.855,-2.873,-7.603,5
4.891,-2.814,-7.681,5
4.903,-2.74,-7.755,5
4.928,-2.702,-7.781,5
4.963,-2.692,-7.837,5
5.012,-2.716,-7.936,5
5.04,-2.806,-7.991,5
5.105,-2.889,-8.008,5
5.253,-2.938,-7.959,5
5.296,-2.911,-7.919,5
5.297,-2.864,-7.871,5
5.26,-2.827,-7.785,5
5.223,-2.79,-7.765,5
5.186,-2.747,-7.788,5
5.149,-2.661,-7.886,5
5.147,-2.617,-7.95,5
5.171,-2.603,-7.987,5
5.134,-2.542,-8.037,5
5.091,-2.491,-8.063,5
5.042,-2.454,-8.063,5
4.933,-2.305,-8.084,5
4.839,-2.18,-8.117,5
4.813,-2.166,-8.184,5
4.757,-2.154,-8.237,5
4.702,-2.141,-8.28,5
4.665,-2.129,-8.305,6
4.497,-2.012,-8.259,5
4.298,-1.861,-8.197,5
4.224,-1.762,-8.197,5
4.127,-1.641,-8.197,5
4.022,-1.513,-8.196,5
4.009,-1.513,-8.184,5
4.028,-1.575,-8.19,5
4.077,-1.698,-8.215,5
4.08,-1.786,-8.216,5
4.099,-1.873,-8.27,5
4.149,-1.959,-8.406,5
4.167,-1.983,-8.458,5
4.172,-1.999,-8.499,5
4.159,-2.024,-8.548,5
4.138,-2.021,-8.579,5
4.09,-2.014,-8.606,5
3.942,-2.031,-8.638,5
3.845,-2.057,-8.649,5
3.797,-2.067,-8.635,5
3.636,-2.055,-8.611,5
3.529,-2.036,-8.593,5
3.468,-2.011,-8.58,5
3.357,-2.023,-8.568,5
3.289,-2.014,-8.572,5
3.277,-1.977,-8.596,5
3.297,-1.929,-8.566,5
3.322,-1.892,-8.534,5
3.346,-1.879,-8.509,5
3.39,-1.886,-8.484,6
3.434,-1.899,-8.468,5
3.459,-1.911,-8.48,5
3.517,-1.906,-8.484,5
3.583,-1.896,-8.478,5
3.596,-1.896,-8.429,5
3.679,-1.903,-8.401,5
3.813,-1.915,-8.388,5
3.887,-1.928,-8.376,5
3.994,-1.947,-8.369,5
4.109,-1.988,-8.352,5
4.164,-1.991,-8.362,5
4.249,-2.005,-8.369,5
4.398,-2.042,-8.369,5
4.485,-2.079,-8.369,5
4.556,-2.12,-8.356,5
4.618,-2.169,-8.307,5
4.653,-2.183,-8.293,5
4.68,-2.193,-8.285,5
4.717,-2.255,-8.235,5
4.754,-2.256,-8.186,5
4.788,-2.223,-8.137,5
4.788,-2.248,-8.087,5
4.751,-2.253,-8.057,5
4.677,-2.241,-8.044,5
4.721,-2.193,-7.985,5
4.75,-2.179,-7.948,5
4.75,-2.216,-7.948,5
4.803,-2.285,-7.98,6
4.857,-2.347,-8.009,5
4.894,-2.385,-8.022,5
4.914,-2.386,-8.036,5
4.911,-2.375,-8.03,5
4.948,-2.375,-8.054,5
4.961,-2.407,-8.063,5
4.963,-2.452,-8.063,5
4.988,-2.465,-8.063,5
4.972,-2.47,-8.076,5
4.923,-2.47,-8.101,5
4.91,-2.446,-8.077,5
4.876,-2.427,-8.079,5
4.814,-2.414,-8.116,5
4.797,-2.424,-8.131,5
4.759,-2.432,-8.152,5
4.673,-2.432,-8.189,5
4.654,-2.422,-8.207,5
4.634,-2.41,-8.222,5
4.547,-2.398,-8.247,5
4.478,-2.385,-8.254,5
4.415,-2.365,-8.256,5
4.341,-2.291,-8.268,5
4.302,-2.252,-8.288,5
4.288,-2.239,-8.312,5
4.214,-2.19,-8.299,5
4.164,-2.176,-8.299,5
4.139,-2.2,-8.311,5
4.126,-2.145,-8.323,6
4.113,-2.097,-8.331,5
4.101,-2.072,-8.331,5
4.109,-2.027,-8.331,5
4.128,-1.991,-8.328,5
4.165,-1.991,-8.315,5
4.175,-2,-8.294,5
4.173,-2.015,-8.274,5
4.161,-2.04,-8.274,5
4.179,-2.034,-8.281,5
4.215,-2.01,-8.294,5
4.227,-1.997,-8.306,5
4.239,-2.023,-8.318,5
4.252,-2.085,-8.331,5
4.252,-2.087,-8.331,5
4.263,-2.101,-8.338,5
4.288,-2.135,-8.355,5
4.31,-2.164,-8.369,5
4.306,-2.164,-8.366,5
4.293,-2.164,-8.353,5
4.29,-2.155,-8.35,5
4.285,-2.142,-8.348,5
4.261,-2.13,-8.335,5
4.244,-2.134,-8.315,5
4.235,-2.143,-8.293,5
4.26,-2.131,-8.293,5
4.264,-2.126,-8.286,5
4.252,-2.126,-8.274,5
4.277,-2.15,-8.286,6
4.29,-2.158,-8.298,5
4.29,-2.146,-8.311,5
4.29,-2.178,-8.312,5
4.299,-2.202,-8.308,5
4.324,-2.202,-8.295,5
4.319,-2.202,-8.283,5
4.31,-2.208,-8.268,5
4.31,-2.233,-8.243,5
4.317,-2.233,-8.235,5
4.328,-2.222,-8.235,5
4.342,-2.221,-8.262,5
4.362,-2.221,-8.245,5
4.386,-2.222,-8.198,5
4.373,-2.234,-8.223,5
4.373,-2.234,-8.235,5
4.385,-2.222,-8.235,5
4.421,-2.233,-8.258,5
4.458,-2.231,-8.264,5
4.495,-2.206,-8.239,5
4.491,-2.202,-8.235,5
4.482,-2.199,-8.235,5
4.482,-2.186,-8.235,5
4.473,-2.183,-8.235,5
4.465,-2.181,-8.235,5
4.477,-2.169,-8.235,5
4.474,-2.156,-8.228,5
4.461,-2.145,-8.219,5
4.436,-2.145,-8.256,5
4.418,-2.151,-8.274,6
4.406,-2.163,-8.274,5
4.346,-2.12,-8.303,5
4.318,-2.068,-8.274,5
4.294,-2.068,-8.274,5
4.258,-2.047,-8.284,5
4.229,-2.034,-8.289,5
4.217,-2.046,-8.277,5
4.223,-2.068,-8.283,5
4.228,-2.087,-8.295,5
4.203,-2.087,-8.308,5
4.219,-2.095,-8.296,5
4.253,-2.11,-8.274,5
4.266,-2.147,-8.274,5
4.292,-2.164,-8.281,5
4.329,-2.164,-8.293,5
4.366,-2.201,-8.268,5
4.397,-2.221,-8.249,5
4.422,-2.221,-8.237,5
4.424,-2.255,-8.213,5
4.442,-2.283,-8.201,5
4.491,-2.295,-8.214,5
4.511,-2.288,-8.196,5
4.52,-2.279,-8.172,5
4.52,-2.267,-8.182,5
4.512,-2.26,-8.206,5
4.499,-2.261,-8.216,5
4.487,-2.274,-8.216,5
4.504,-2.286,-8.209,6
4.537,-2.297,-8.196,5
4.488,-2.285,-8.184,5
4.463,-2.273,-8.178,5
4.463,-2.26,-8.178,5
4.428,-2.248,-8.201,5
4.401,-2.24,-8.231,5
4.388,-2.24,-8.268,5
4.355,-2.23,-8.274,5
4.332,-2.214,-8.27,5
4.345,-2.19,-8.258,5
4.348,-2.183,-8.282,5
4.346,-2.183,-8.31,5
4.333,-2.183,-8.297,5
4.313,-2.167,-8.301,5
4.289,-2.147,-8.311,5
4.277,-2.171,-8.299,5
4.249,-2.205,-8.312,5
4.308,-2.146,-8.312,5
4.285,-2.133,-8.3,5
4.276,-2.126,-8.308,5
4.289,-2.126,-8.346,5
4.301,-2.126,-8.339,5
4.31,-2.126,-8.323,5
4.31,-2.126,-8.298,5
4.329,-2.116,-8.302,5
4.334,-2.104,-8.312,5
4.273,-2.091,-8.312,5
4.277,-2.104,-8.271,6
4.308,-2.123,-8.216,5
4.296,-2.098,-8.216,5
4.304,-2.087,-8.244,5
4.329,-2.087,-8.292,5
4.316,-2.087,-8.268,5
4.304,-2.087,-8.26,5
4.292,-2.087,-8.272,5
4.335,-2.087,-8.262,5
4.363,-2.092,-8.259,5
4.35,-2.104,-8.271,5
4.348,-2.146,-8.254,5
4.354,-2.177,-8.238,5
4.379,-2.152,-8.251,5
4.377,-2.153,-8.263,5
4.369,-2.162,-8.272,5
4.381,-2.15,-8.259,5
4.386,-2.152,-8.254,5
4.386,-2.164,-8.253,5
4.386,-2.177,-8.229,5
4.392,-2.195,-8.222,5
4.405,-2.22,-8.235,5
4.405,-2.221,-8.235,5
4.405,-2.221,-8.245,5
4.405,-2.221,-8.27,5
4.395,-2.201,-8.263,5
4.383,-2.179,-8.254,5
4.37,-2.167,-8.254,5
4.376,-2.173,-8.254,6
4.386,-2.185,-8.252,5
4.386,-2.198,-8.24,5
4.402,-2.187,-8.22,5
4.333,-2.238,-8.235,5
4.382,-2.214,-8.235,5
4.412,-2.189,-8.235,5
4.424,-2.164,-8.235,5
4.424,-2.176,-8.235,5
4.419,-2.178,-8.23,5
4.407,-2.165,-8.218,5
4.384,-2.142,-8.227,5
4.371,-2.13,-8.239,5
4.383,-2.142,-8.252,5
4.396,-2.145,-8.245,5
4.405,-2.142,-8.241,5
4.405,-2.13,-8.266,5
4.389,-2.134,-8.274,5
4.369,-2.142,-8.274,5
4.381,-2.117,-8.274,5
4.379,-2.12,-8.288,5
4.367,-2.145,-8.312,5
4.354,-2.145,-8.299,5
4.348,-2.15,-8.288,5
4.348,-2.16,-8.278,5
4.357,-2.183,-8.264,5
4.345,-2.202,-8.25,5
4.283,-2.202,-8.238,5
4.271,-2.232,-8.265,5
4.281,-2.25,-8.29,6
4.318,-2.213,-8.277,5
4.337,-2.185,-8.274,5
4.346,-2.172,-8.274,5
4.334,-2.221,-8.274,5
4.321,-2.248,-8.259,5
4.31,-2.258,-8.237,5
4.323,-2.234,-8.261,5
4.31,-2.203,-8.267,5
4.273,-2.166,-8.255,5
4.259,-2.176,-8.278,5
4.257,-2.173,-8.298,5
4.269,-2.148,-8.31,5
4.271,-2.113,-8.291,5
4.271,-2.095,-8.27,5
4.271,-2.119,-8.258,5
4.293,-2.126,-8.265,5
4.326,-2.142,-8.274,5
4.314,-2.13,-8.274,5
4.317,-2.11,-8.266,5
4.332,-2.089,-8.254,5
4.369,-2.114,-8.254,5
4.366,-2.132,-8.241,5
4.329,-2.145,-8.216,5
4.353,-2.157,-8.253,5
4.362,-2.153,-8.268,5
4.349,-2.128,-8.256,5
4.37,-2.136,-8.265,5
4.386,-2.136,-8.274,6
4.386,-2.112,-8.274,5
4.367,-2.116,-8.264,5
4.345,-2.126,-8.254,5
4.333,-2.126,-8.254,5
4.337,-2.134,-8.246,5
4.348,-2.145,-8.234,5
4.348,-2.145,-8.221,5
4.341,-2.138,-8.223,5
4.33,-2.126,-8.236,5
4.357,-2.15,-8.259,5
4.329,-2.17,-8.268,5
4.329,-2.182,-8.255,5
4.317,-2.217,-8.243,5
4.314,-2.236,-8.235,5
4.326,-2.224,-8.235,5
4.319,-2.211,-8.235,5
4.306,-2.202,-8.242,5
4.294,-2.202,-8.267,5
4.282,-2.22,-8.256,5
4.271,-2.238,-8.235,5
4.271,-2.226,-8.235,5
4.256,-2.236,-8.228,5
4.234,-2.257,-8.215,5
4.246,-2.207,-8.203,5
4.24,-2.183,-8.203,5
4.215,-2.183,-8.216,5
4.19,-2.195,-8.193,5
4.165,-2.202,-8.183,6
4.141,-2.202,-8.195,5
4.127,-2.234,-8.186,5
4.135,-2.207,-8.23,5
4.152,-2.202,-8.235,5
4.184,-2.23,-8.263,5
4.246,-2.277,-8.293,5
4.406,-2.363,-8.293,5
4.375,-2.37,-8.317,5
4.263,-2.328,-8.348,5
4.374,-2.241,-8.323,5
4.438,-2.209,-8.332,5
4.463,-2.221,-8.369,5
4.512,-2.123,-8.394,5
4.539,-2.057,-8.397,5
4.539,-2.032,-8.372,5
4.572,-1.997,-8.358,5
4.588,-1.964,-8.35,5
4.564,-1.939,-8.35,5
4.588,-1.963,-8.321,5
4.604,-1.991,-8.287,5
4.555,-1.991,-8.262,5
4.556,-1.958,-8.246,5
4.586,-1.921,-8.234,5
4.648,-1.971,-8.221,5
4.602,-2.006,-8.18,5
4.482,-2.03,-8.12,5
4.469,-2.03,-8.108,5
4.457,-2.03,-8.125,6
4.445,-2.03,-8.174,5
4.467,-1.973,-8.212,5
4.491,-1.953,-8.24,5
4.516,-2.002,-8.252,5
4.541,-2.031,-8.285,5
4.548,-2.059,-8.305,5
4.511,-2.096,-8.281,5
4.492,-2.08,-8.274,5
4.48,-2.043,-8.272,5
4.467,-2.006,-8.259,5
