x,y,z,deltaT
-1.29,11.4,0.647,5
-0.841,11.351,0.981,5
-0.351,11.508,1.376,5
0.219,11.749,1.658,5
0.668,11.95,2.142,5
0.932,12.116,2.945,5
1.294,12.432,4.094,6
1.622,12.939,5.251,5
1.464,13.257,6.489,5
1.511,13.523,7.454,5
1.292,13.488,7.932,5
0.896,13.152,8.215,5
1.088,12.806,8.197,5
1.124,12.447,8.215,5
0.746,12.041,7.987,5
0.366,11.78,7.188,5
0.648,11.84,5.939,5
0.423,11.747,4.7,5
0.357,11.718,3.231,5
0.656,11.929,1.875,5
0.632,12.077,0.729,5
0.108,11.809,-0.161,5
-0.044,11.631,-0.763,5
0.319,11.89,-1.285,5
0.157,12.151,-1.483,5
0.651,12.748,-1.355,5
1.092,12.852,-0.708,5
0.162,12.769,0.218,5
-0.05,12.972,1.111,5
-0.422,12.961,2.045,5
-0.247,12.644,3.041,5
-0.504,12.15,4.28,5
-0.626,11.527,5.244,5
-0.857,10.601,5.581,5
-1.064,9.848,4.724,5
-1.353,9.354,3.137,6
-1.562,9.265,1.4,5
-1.785,9.424,-0.43,5
-2.411,9.546,-2.043,5
-2.508,9.487,-3.467,5
-2.619,9.398,-4.341,5
-2.652,9.195,-4.583,5
-2.215,9.04,-4.076,5
-1.729,9.114,-3.294,5
-1.309,9.314,-2.463,5
-0.826,9.335,-1.829,5
-0.374,9.155,-1.453,5
0.03,8.761,-1.269,5
0.33,8.385,-1.13,5
0.687,8.094,-1.159,5
0.995,7.769,-1.123,5
1.385,7.562,-0.976,5
1.532,7.442,-0.938,5
1.772,7.359,-0.662,5
2.003,7.31,-0.347,5
2.226,7.262,-0.092,5
2.406,6.987,0.276,5
2.33,6.616,0.441,5
2.122,6.231,0.364,5
1.893,5.818,0.319,5
1.624,5.451,-0.241,5
1.443,5.151,-0.807,5
1.225,4.947,-0.932,5
0.973,4.714,-1.367,6
0.741,4.562,-1.663,5
0.633,4.551,-1.981,5
0.417,4.522,-2.354,5
0.306,4.581,-2.524,5
0.148,4.651,-2.722,5
-0.013,4.811,-3.058,5
-0.116,4.905,-3.081,5
-0.185,4.996,-2.978,5
-0.171,5.091,-2.802,5
-0.236,5.214,-2.573,5
-0.256,5.309,-2.393,5
-0.179,5.343,-2.173,5
-0.178,5.305,-1.992,5
-0.1,5.214,-1.773,5
-0.065,5.24,-1.65,5
-0.067,5.191,-1.561,5
0.019,5.128,-1.575,5
0.057,4.959,-1.705,5
0.057,4.926,-1.777,5
0.057,5.013,-1.946,5
0.09,5.102,-2.075,5
0.194,5.283,-2.238,5
0.233,5.416,-2.37,5
0.358,5.439,-2.393,5
0.546,5.421,-2.358,5
0.687,5.384,-2.207,5
0.738,5.343,-2.096,5
0.786,5.508,-2.223,6
0.886,5.673,-2.537,5
1.123,5.872,-2.916,5
1.255,6.16,-3.168,5
1.256,6.388,-3.266,5
1.345,6.655,-3.332,5
1.432,6.97,-3.317,5
1.654,7.349,-3.204,5
1.905,7.668,-2.906,5
2.184,8.01,-2.614,5
2.525,8.395,-2.415,5
2.852,8.911,-2.113,5
3.235,9.704,-1.739,5
3.788,10.821,-1.642,5
4.325,12.134,-1.611,5
4.763,13.467,-1.595,5
4.733,14.409,-1.565,5
4.781,15.25,-1.6,5
4.775,15.893,-1.911,5
4.623,16.029,-2.21,5
4.716,16.174,-2.419,5
4.674,16.166,-2.935,5
4.278,15.892,-3.736,5
3.881,15.579,-4.475,5
3.637,15.112,-4.847,5
3.281,14.326,-5.114,5
2.71,13.429,-5.423,5
2.095,12.491,-5.658,5
1.747,11.682,-5.918,6
1.815,11.188,-6.033,5
1.858,10.761,-6.069,5
1.617,10.583,-6.197,5
1.466,10.801,-6.587,5
1.344,11.374,-6.889,5
1.637,12.492,-6.989,5
1.991,13.898,-6.795,5
2.674,15.337,-5.788,5
3.577,16.857,-3.839,5
4.17,18.269,-2.196,5
3.34,19.368,-2.1,5
2.595,19.852,-1.692,5
2.163,19.572,-0.815,5
2.173,18.838,-0.168,5
1.216,16.816,-0.334,5
-1.239,14.246,-1.154,5
-2.925,10.36,-0.128,5
-1.476,5.5,0.595,5
-1.133,2.671,0.105,5
-1.514,1.093,0.268,5
-1.562,0.594,1.2,5
-1.484,0.352,2.105,5
-2.106,0.172,2.878,5
-3.03,0.556,3.303,5
-3.646,1.595,3.269,5
-3.715,3.271,2.745,5
-4.306,4.677,1.839,5
-5.149,5.674,1.019,5
-4.995,7.188,0.747,6
-4.566,8.764,0.827,5
-3.743,10.216,0.981,5
-2.905,10.886,1.244,5
-1.992,11.218,1.431,5
-1.576,11.585,1.519,5
-1.441,11.424,1.458,5
-1.034,10.789,1.267,5
-0.658,9.944,1.061,5
-0.355,9.191,0.797,5
-0.099,8.659,0.457,5
0.286,8.3,0.095,5
0.762,8.113,0.145,5
1.219,8.217,0.17,5
1.525,8.548,0.176,5
1.81,8.744,0.314,5
2.298,9.168,0.458,5
2.6,9.661,0.628,5
2.702,9.995,0.533,5
2.477,10.249,0.323,5
2.225,10.263,0.249,5
2.117,10.161,0.134,5
1.979,9.972,0.153,5
1.876,9.72,0.226,5
1.515,9.447,0.282,5
1.145,9.307,0.194,5
0.966,9.112,-0.024,5
0.74,8.868,-0.003,6
0.503,8.81,-0.036,5
0.393,8.691,0.047,5
0.297,8.54,0.329,5
0.302,8.314,0.656,5
0.303,8.207,0.769,5
0.236,7.992,0.869,5
0.164,7.783,1.074,5
0.168,7.67,1.166,5
0.189,7.778,1.063,5
0.164,7.965,1.023,5
0.126,8.157,1.074,5
0.19,8.235,1.166,5
0.373,8.269,1.154,5
0.567,8.265,1.256,5
0.552,8.259,1.162,5
0.58,8.417,1.015,5
0.69,8.568,1.002,5
0.813,8.689,0.941,5
0.894,8.937,0.953,5
1.018,9.141,0.885,5
1.068,9.336,0.871,5
1.138,9.491,0.944,5
1.187,9.538,0.994,5
1.139,9.514,1.12,5
1.064,9.449,1.109,5
1.119,9.281,1.149,5
1.096,9.171,1.327,5
1.169,9.05,1.385,5
1.112,8.732,1.372,6
0.985,8.484,1.328,5
0.891,8.245,1.305,5
0.834,8.138,1.305,5
0.769,7.94,1.092,5
0.672,7.815,0.977,5
0.574,7.685,0.928,5
0.497,7.621,0.771,5
0.417,7.634,0.662,5
0.407,7.618,0.635,5
0.426,7.579,0.657,5
0.316,7.627,0.572,5
0.287,7.745,0.484,5
0.332,7.898,0.492,5
0.57,8.143,0.614,5
0.763,8.416,0.785,5
0.918,8.693,0.956,5
1.248,9.1,1.329,5
1.489,9.393,1.626,5
1.567,9.701,1.755,5
1.688,9.906,1.865,5
1.703,9.986,1.987,5
1.63,10.024,2.037,5
1.437,10.086,2.03,5
1.26,10,2.056,5
1.089,9.913,2.079,5
0.877,9.86,2.055,5
0.786,9.882,2.087,5
0.703,9.96,2.345,6
0.58,10.068,2.683,5
0.63,10.191,2.847,5
0.541,10.291,2.833,5
0.335,10.416,2.768,5
0.213,10.551,2.488,5
0.07,10.781,2.045,5
-0.116,10.989,1.567,5
-0.4,11.259,1.111,5
-0.655,11.534,0.72,5
-0.784,11.798,0.44,5
-0.908,11.881,0.053,5
-0.942,11.983,-0.093,5
-1.089,12.04,-0.013,5
-1.049,12.178,0.15,5
-0.938,12.418,0.403,5
-0.597,12.649,0.879,5
-0.217,12.977,1.801,5
0.342,13.546,2.857,5
0.723,14.061,3.719,5
0.855,14.445,4.427,5
0.862,14.575,5.095,5
0.72,14.485,5.791,5
0.551,14.155,6.373,5
0.594,13.904,7.172,5
0.451,13.75,7.773,5
0.392,13.74,7.894,5
0.441,13.532,7.406,5
0.318,13.197,6.48,6
0.147,12.841,5.711,5
0.136,12.43,4.89,5
0.291,12.17,3.495,5
0.015,11.911,1.948,5
-0.494,11.578,1.152,5
-0.355,11.475,0.787,5
-0.036,11.744,0.68,5
-0.108,12.112,0.544,5
-0.272,12.361,0.455,5
-0.703,12.125,0.553,5
-1.217,11.707,0.965,5
-1.327,11.409,1.612,5
-1.69,11.143,2.19,5
-2.079,10.952,2.7,5
-2.203,10.778,2.85,5
-2.317,10.302,2.498,5
-2.306,9.692,2.14,5
-2.425,9.353,1.473,5
-2.597,9.197,-0.003,5
-2.838,9.275,-1.582,5
-2.665,9.396,-2.834,5
-2.461,9.405,-3.546,5
-2.343,9.484,-3.504,5
-1.893,9.446,-2.928,5
-1.423,9.228,-2.224,5
-1.221,8.999,-1.524,5
-0.856,8.826,-0.954,5
-0.472,8.761,-0.508,6
-0.235,8.721,-0.11,5
0.148,8.604,-0.018,5
0.648,8.418,-0.216,5
0.804,8.224,-0.299,5
1.002,8.107,-0.43,5
1.203,8.028,-0.823,5
1.332,7.763,-1.08,5
1.379,7.551,-1.124,5
1.578,7.387,-1.11,5
1.815,7.133,-1.08,5
1.623,7.018,-0.944,5
1.654,6.758,-0.829,5
1.706,6.476,-1.008,5
1.496,6.101,-1.132,5
1.303,5.722,-1.18,5
1.138,5.414,-1.492,5
1.243,5.216,-1.289,5
1.083,5.07,-1.204,5
1,4.845,-1.331,5
0.646,4.845,-1.321,5
0.531,4.869,-1.309,5
0.651,4.933,-1.371,5
0.522,4.925,-1.501,5
0.244,4.826,-1.596,5
0.196,4.834,-1.654,5
0.109,4.845,-1.704,5
-0.012,4.881,-1.867,5
-0.166,5.075,-1.889,5
-0.314,5.397,-1.971,6
-0.417,5.719,-2.069,5
-0.422,6.214,-2.071,5
-0.459,6.521,-2.224,5
-0.481,6.627,-2.405,5
-0.53,6.578,-2.535,5
-0.593,6.495,-2.537,5
-0.616,6.309,-2.604,5
-0.676,6.141,-2.553,5
-0.689,6.037,-2.401,5
-0.519,6.018,-2.229,5
-0.375,6.108,-2.002,5
-0.213,6.244,-1.822,5
-0.054,6.26,-1.599,5
0.053,6.18,-1.313,5
0.262,6.1,-1.134,5
0.407,5.921,-1.045,5
0.683,5.834,-1.023,5
0.789,5.799,-1.26,5
0.862,5.965,-1.431,5
1.062,6.232,-1.547,5
1.354,6.463,-1.71,5
1.513,6.702,-1.856,5
1.582,6.912,-2.003,5
1.783,7.213,-2.191,5
1.875,7.592,-2.436,5
2.01,7.979,-2.528,5
2.165,8.467,-2.544,5
2.331,9.057,-2.561,6
2.586,9.642,-2.512,5
2.838,10.4,-2.489,5
3.131,11.268,-2.343,5
3.436,12.036,-2.229,5
3.754,12.813,-2.106,5
3.982,13.513,-2.102,5
4.29,14.155,-2.106,5
4.321,14.167,-2.106,5
4.511,14.233,-2.083,5
4.696,14.437,-2.183,5
4.671,14.634,-2.585,5
4.5,14.913,-3.3,5
4.208,14.906,-4.124,5
3.861,14.699,-4.749,5
3.552,14.366,-4.883,5
3.284,13.836,-4.903,5
2.927,13.099,-5.085,5
2.641,12.185,-5.224,5
2.574,11.231,-5.083,5
2.498,10.28,-4.842,5
2.373,9.562,-4.566,5
2.113,9.014,-4.426,5
1.82,8.598,-4.669,5
1.527,8.21,-4.998,5
1.364,8.065,-5.296,5
1.29,8.235,-5.608,5
1.158,8.796,-6.277,5
1.205,9.712,-6.959,6
1.2,10.942,-7.221,5
1.48,12.484,-6.626,5
1.701,14.169,-5.439,5
1.947,15.731,-4.195,5
1.849,17.311,-3.546,5
1.677,19.122,-2.736,5
1.56,20.448,-1.446,5
1.717,20.611,-0.962,5
0.433,19.187,-2.423,5
-0.922,14.183,-0.341,5
-0.817,10.299,1.668,5
0.081,8.059,1.171,5
0.21,6.183,2.14,5
0.407,4.622,4.375,5
0.258,3.793,6.131,5
-0.226,3.55,6.802,5
-0.982,3.306,6.606,5
-1.979,3.323,6.142,5
-2.778,3.76,5.457,5
-3.433,4.784,4.557,5
-3.812,6.081,3.422,5
-4.514,7.075,1.923,5
-4.934,7.478,0.33,5
-4.832,7.603,-0.706,5
-4.845,7.696,-1.307,5
-4.475,7.757,-1.381,5
-3.819,8.169,-1.178,5
-3.212,8.696,-0.813,6
-2.397,9.307,-0.442,5
-1.811,9.908,-0.084,5
-1.494,9.85,-0.013,5
-1.074,9.464,-0.312,5
-0.493,8.963,-0.8,5
-0.108,8.633,-0.909,5
0.085,8.561,-0.688,5
0.52,8.503,-0.349,5
0.907,8.465,0.21,5
1.366,8.788,1.001,5
1.675,9.156,1.84,5
1.923,9.666,2.53,5
2.198,9.993,2.98,5
2.643,10.266,3.05,5
2.641,10.293,2.907,5
2.571,10.114,2.421,5
2.412,9.796,1.735,5
2.362,9.595,1.256,5
2.251,9.481,0.804,5
2.273,9.514,0.365,5
2.058,9.452,0.175,5
1.606,9.516,0.134,5
1.353,9.47,-0.023,5
1.078,9.349,-0.075,5
0.809,9.341,-0.051,5
0.629,9.2,0.267,5
0.357,9.029,0.7,5
0.11,8.85,1.042,5
-0.04,8.552,1.451,6
-0.273,8.309,1.622,5
-0.478,8.082,1.734,5
-0.637,7.935,1.689,5
-0.644,8.009,1.592,5
-0.585,8.185,1.53,5
-0.536,8.368,1.437,5
-0.435,8.586,1.296,5
-0.38,8.826,1.07,5
-0.206,9.048,0.988,5
-0.006,9.12,0.915,5
-0.062,9.181,0.862,5
0.095,9.303,0.945,5
0.392,9.381,1.115,5
0.402,9.436,1.479,5
0.461,9.379,1.907,5
0.605,9.292,2.246,5
0.632,9.176,2.317,5
0.679,9.029,2.307,5
0.621,8.893,2.218,5
0.594,8.725,2.118,5
0.508,8.548,1.849,5
0.382,8.598,1.695,5
0.237,8.466,1.418,5
0.086,8.305,1.061,5
-0.041,8.191,0.772,5
-0.186,8.099,0.519,5
-0.284,7.97,0.222,5
-0.343,7.853,0.001,6
-0.421,7.78,-0.12,5
-0.447,7.717,-0.17,5
-0.405,7.653,-0.075,5
-0.334,7.578,0.022,5
-0.195,7.48,0.146,5
-0.097,7.419,0.475,5
0.044,7.429,0.85,5
0.224,7.579,1.089,5
0.33,7.719,1.228,5
0.438,7.87,1.413,5
0.517,8.1,1.341,5
0.663,8.428,1.307,5
0.892,8.773,1.384,5
1.14,9.121,1.577,5
1.354,9.479,1.778,5
1.549,9.721,1.995,5
1.598,9.77,2.19,5
1.605,9.766,2.486,5
1.71,9.472,2.666,5
1.595,9.268,2.62,5
1.462,9.132,2.477,5
1.302,9.136,2.356,5
1.24,9.084,1.962,5
0.905,9.171,1.666,5
0.656,9.373,1.429,5
0.501,9.59,1.278,5
0.31,9.799,1.191,5
0.2,9.982,1.081,6
0.067,10.069,1.088,5
-0.22,10.142,1.112,5
-0.32,10.172,0.929,5
-0.522,10.179,0.762,5
-0.65,10.132,0.728,5
-0.834,10.204,0.628,5
-1.13,10.458,0.485,5
-1.209,10.679,0.27,5
-1.25,11.008,0.135,5
-1.486,11.239,-0.122,5
-1.19,11.445,-0.046,5
-1.507,11.49,0.164,5
-1.523,11.573,-0.064,5
-1.215,11.511,-0.077,5
-0.992,11.539,-0.014,5
-0.59,11.529,-0.018,5
-0.124,11.448,-0.015,5
0.244,11.392,-0.025,5
0.475,11.469,0.317,5
0.674,11.557,0.846,5
0.981,11.654,1.404,5
1.285,11.715,2.051,5
1.307,11.775,2.947,5
1.118,11.935,4.787,5
1.068,12.313,6.481,5
1.408,12.683,7.264,5
1.435,12.622,7.375,5
1.16,12.706,7.636,6
0.942,12.828,8.103,5
1.349,13.176,8.382,5
1.768,13.403,8.074,5
1.626,13.599,6.826,5
1.453,13.644,5.216,5
1.644,13.671,3.851,5
1.885,13.618,3.015,5
1.857,13.609,2.184,5
1.948,13.57,1.739,5
1.817,13.577,1.834,5
1.738,13.338,1.493,5
2.054,12.948,1.453,5
1.815,12.749,2.035,5
1.442,12.886,2.737,5
1.125,12.713,3.46,5
0.828,12.337,4.188,5
0.55,11.957,4.79,5
0.322,11.561,4.945,5
0.071,10.983,5.019,5
-0.548,10.23,4.441,5
-1.134,9.686,3.355,5
-1.444,9.246,1.947,5
-1.535,8.754,0.129,5
-2.156,8.337,-1.575,5
-2.865,8.278,-2.885,5
-3.151,8.312,-3.884,5
-3.323,8.25,-4.76,5
-3.585,8.199,-5.283,5
-3.672,8.232,-5.151,6
-3.367,8.357,-4.421,5
-3.031,8.456,-3.526,5
-2.58,8.345,-2.568,5
-2.281,8.045,-1.698,5
-1.728,7.802,-1.067,5
-1.175,7.51,-0.408,5
-0.764,7.553,-0.067,5
-0.229,7.749,0.111,5
0.476,7.75,0.388,5
0.723,7.739,0.191,5
0.914,7.837,0.034,5
1.344,7.871,0.093,5
1.715,7.977,0.302,5
1.92,7.926,0.633,5
2.17,7.774,0.678,5
2.329,7.592,0.662,5
2.239,7.365,0.735,5
2.116,6.901,0.539,5
1.896,6.414,0.148,5
2.011,6.173,-0.152,5
1.529,6.38,-0.012,5
1.861,6.236,-0.384,5
1.606,6.168,-0.971,5
1.325,6.085,-1.1,5
1.28,6.152,-1.207,5
1.199,6.305,-1.28,5
1.215,6.392,-1.481,5
1.141,6.383,-1.635,6
1.101,6.425,-1.567,5
1.027,6.485,-1.551,5
1.002,6.371,-1.653,5
0.742,6.03,-1.722,5
0.54,6.526,-2.113,5
0.555,6.646,-1.889,5
0.57,6.573,-1.573,5
0.376,6.512,-1.707,5
0.156,6.488,-1.745,5
0.043,6.413,-1.632,5
0.019,6.38,-1.428,5
-0.031,6.385,-1.124,5
-0.145,6.404,-1.099,5
-0.152,6.255,-0.903,5
-0.351,6.223,-0.876,5
-0.425,6.192,-1.012,5
-0.421,6.138,-1.129,5
-0.387,6.055,-1.29,5
-0.401,5.878,-1.301,5
-0.364,5.847,-1.301,5
-0.257,5.917,-1.363,5
-0.127,5.989,-1.263,5
-0.021,6.18,-1.307,5
0.116,6.31,-1.379,5
0.264,6.443,-1.606,5
0.434,6.528,-1.794,5
0.542,6.613,-1.835,5
0.766,6.895,-1.761,6
0.991,7.266,-1.895,5
1.154,7.618,-2.029,5
1.313,8.028,-2.035,5
1.536,8.571,-2.121,5
1.656,9.404,-2.244,5
2.008,10.228,-2.461,5
2.277,11.1,-2.706,5
2.435,11.915,-2.875,5
2.581,12.62,-2.947,5
2.869,13.223,-2.747,5
3.084,13.649,-2.556,5
3.122,13.76,-2.632,5
3.205,13.736,-2.68,5
3.307,13.809,-2.624,5
3.237,13.917,-2.524,5
3.132,13.929,-2.794,5
2.93,13.869,-3.409,5
2.783,13.619,-3.582,5
2.593,13.168,-3.451,5
2.398,12.543,-3.428,5
2.328,11.819,-3.241,5
2.289,11.141,-3.363,5
2.189,10.552,-3.481,5
2.085,10.12,-3.453,5
2.037,9.934,-3.255,5
1.976,9.991,-3.58,5
1.752,10.137,-4.48,5
1.46,10.233,-5.473,6
1.306,10.266,-6.202,5
1.086,10.226,-6.712,5
1.201,10.208,-6.836,5
1.332,10.103,-7.261,5
0.98,10.203,-8.025,5
0.619,10.535,-8.971,5
0.339,11.109,-9.746,5
0.281,11.994,-9.457,5
0.532,13.362,-8.025,5
1.176,15.171,-5.703,5
1.931,16.964,-4.065,5
1.333,18.402,-3.528,5
0.613,18.719,-3.197,5
0.48,17.776,-2.542,5
0.317,15.031,-1.184,5
-0.47,11.41,0.197,5
-0.99,7.781,2.939,5
0.465,6.043,6.73,5
1.531,5.584,7.467,5
1.008,5.172,6.966,5
0.084,4.492,6.242,5
-0.667,4.337,5.264,5
-1.267,4.443,4.56,5
-1.983,4.763,4.282,5
-2.631,5.407,4.271,5
-2.749,6.707,3.727,5
-3.488,7.618,2.454,5
-4.358,8.147,0.95,5
-4.534,8.412,-0.081,6
-4.415,8.452,-0.401,5
-4.23,8.333,-0.213,5
-4.177,8.223,0.058,5
-3.52,8.395,-0.133,5
-2.784,8.682,-0.237,5
-2.241,9.324,-0.235,5
-1.804,9.707,-0.38,5
-1.624,9.55,-0.757,5
-1.038,9.105,-0.818,5
-0.593,8.649,-0.378,5
-0.254,8.334,0.178,5
0.188,8.126,0.902,5
0.395,8.149,1.634,5
0.87,8.195,2.251,5
1.16,8.114,2.656,5
1.517,8.184,2.841,5
1.886,8.422,2.763,5
2.18,8.692,2.644,5
2.296,8.909,2.241,5
2.564,9.252,1.757,5
2.848,9.512,1.338,5
2.998,9.669,0.828,5
2.892,9.586,0.604,5
2.844,9.428,0.433,5
2.747,9.299,0.211,5
2.445,9.161,0.038,5
2.3,8.908,0.089,5
2.224,8.627,0.4,6
2.013,8.618,0.65,5
1.698,8.617,0.704,5
1.447,8.452,0.788,5
1.109,8.362,0.87,5
0.849,8.389,0.935,5
0.702,8.368,1.206,5
0.641,8.271,1.571,5
0.596,8.201,1.909,5
0.587,8.156,2.172,5
0.59,8.191,2.255,5
0.618,8.379,2.189,5
0.594,8.617,2.012,5
0.667,8.817,1.787,5
0.75,8.959,1.564,5
0.848,9.13,1.385,5
0.764,9.337,1.179,5
0.754,9.498,0.805,5
0.79,9.608,0.658,5
0.77,9.597,0.686,5
0.731,9.644,0.782,5
0.704,9.665,0.809,5
0.651,9.634,0.959,5
0.613,9.557,1.168,5
0.507,9.436,1.205,5
0.385,9.334,1.139,5
0.213,9.183,1.13,5
0.11,8.942,1.062,5
0.037,8.671,1.006,6
0,8.452,1.152,5
0.07,8.232,1.326,5
-0.013,7.985,1.363,5
-0.023,7.873,1.353,5
0.15,7.769,1.279,5
0.306,7.661,1.321,5
0.172,7.591,1.109,5
0.172,7.57,0.97,5
0.188,7.796,0.727,5
0.284,8.001,0.508,5
0.482,8.203,0.407,5
0.617,8.434,0.383,5
0.616,8.695,0.47,5
0.69,8.912,0.574,5
0.76,9.1,0.539,5
0.815,9.347,0.54,5
0.728,9.519,0.689,5
0.717,9.615,0.779,5
0.658,9.615,0.925,5
0.632,9.552,1.15,5
0.453,9.412,1.425,5
0.355,9.259,1.82,5
0.306,9.026,2.234,5
0.271,8.822,2.652,5
0.15,8.738,3.191,5
0.169,8.685,3.48,5
0.197,8.779,3.716,5
0.287,9.004,3.81,6
0.281,9.323,3.638,5
0.406,9.567,3.358,5
0.362,9.889,3.067,5
0.297,10.279,2.718,5
0.147,10.708,2.192,5
-0.122,11.109,1.717,5
-0.455,11.432,1.276,5
-0.563,11.808,0.984,5
-0.185,11.521,0.881,5
-0.522,11.652,0.728,5
-0.841,11.818,0.709,5
-0.721,11.861,0.859,5
-0.676,11.928,1.165,5
-0.539,12.066,1.588,5
-0.338,12.214,2.013,5
-0.006,12.435,2.397,5
0.432,12.813,3.091,5
0.787,13.229,3.701,5
1.033,13.582,4.063,5
1.268,13.725,4.385,5
1.317,13.779,4.898,5
1.439,13.866,5.578,5
1.603,13.725,5.858,5
1.419,13.314,6.028,5
1.076,12.945,5.935,5
0.969,12.971,5.316,5
1.009,13.055,4.625,5
1.237,13.077,4.186,5
1.229,12.972,3.726,6
1.157,13.009,3.363,5
1.039,12.893,3.297,5
1.13,12.733,3.056,5
0.91,12.384,2.736,5
0.147,11.829,2.513,5
-0.309,11.507,2.283,5
-0.433,11.191,2.529,5
-0.578,10.898,3.182,5
-0.677,10.665,3.597,5
-0.985,10.384,3.741,5
-1.572,10.055,3.647,5
-1.979,9.791,3.275,5
-2.489,9.72,3.04,5
-2.895,9.496,2.921,5
-3.143,9.269,2.791,5
-3.412,9.199,2.362,5
-3.583,9.288,2.102,5
-3.439,9.603,1.715,5
-3.419,9.986,0.987,5
-3.373,10.282,0.256,5
-3.421,10.438,-0.328,5
-3.321,10.475,-0.906,5
-3.267,10.415,-1.62,5
-3.19,10.382,-1.819,5
-2.982,10.275,-1.732,5
-2.734,10.324,-1.49,5
-2.528,10.354,-1.301,5
-2.208,10.304,-1.031,6
-1.827,10.215,-0.498,5
-1.43,10.047,0.043,5
-1.098,9.587,0.356,5
-0.996,9.258,0.657,5
-0.51,8.853,0.851,5
-0.342,8.529,1.082,5
-0.016,8.371,1.365,5
0.461,8.057,1.763,5
0.741,7.428,1.795,5
0.475,7.314,1.492,5
0.619,7.168,1.165,5
1.042,6.802,1.043,5
1.362,6.582,0.756,5
1.387,6.486,0.408,5
1.411,6.454,-0.057,5
1.435,6.473,-0.622,5
1.69,6.289,-0.71,5
1.695,6.262,-0.676,5
1.613,6.209,-1.003,5
1.586,6.11,-1.208,5
1.452,6.104,-1.3,5
1.299,6.035,-1.362,5
1.16,5.929,-1.411,5
1.025,5.873,-1.278,5
0.771,5.792,-1.282,5
0.613,5.72,-1.353,5
0.485,5.707,-1.161,5
0.464,5.658,-1.04,6
0.404,5.726,-1.014,5
0.238,5.779,-1.106,5
0,5.822,-1.209,5
0,5.84,-1.333,5
0.005,5.913,-1.448,5
-0.133,5.986,-1.578,5
-0.193,6.179,-1.747,5
-0.21,6.347,-1.819,5
-0.236,6.616,-2.057,5
-0.248,6.775,-2.362,5
-0.5,6.826,-2.236,5
-0.402,6.828,-2.259,5
-0.319,6.696,-2.239,5
-0.341,6.507,-2.007,5
-0.243,6.289,-1.885,5
-0.146,6.034,-1.684,5
-0.097,6.077,-1.309,5
0.007,6.15,-1.121,5
0.065,6.182,-0.884,5
0.141,6.192,-0.791,5
0.227,6.131,-0.711,5
0.302,6.103,-0.616,5
0.497,6.252,-0.65,5
0.619,6.417,-0.729,5
0.617,6.356,-0.736,5
0.715,6.319,-1.017,5
0.762,6.449,-1.194,5
0.851,6.693,-1.225,6
0.946,6.968,-1.257,5
1.019,7.35,-1.41,5
1.053,7.853,-1.604,5
1.181,8.48,-1.847,5
1.309,9.065,-2.143,5
1.398,9.787,-2.413,5
1.413,10.539,-2.534,5
1.602,11.315,-2.669,5
1.9,12.228,-2.304,5
2.185,13.141,-1.78,5
2.584,14.027,-1.259,5
2.902,14.646,-0.751,5
3.194,14.867,-0.334,5
3.457,14.835,-0.144,5
3.487,14.641,-0.169,5
3.56,14.424,-0.204,5
3.687,14.259,-0.335,5
3.622,14.065,-0.629,5
3.365,13.913,-1.051,5
3.163,13.595,-1.509,5
2.95,13.262,-1.795,5
2.662,12.927,-1.99,5
2.446,12.603,-2.278,5
2.389,12.253,-2.564,5
2.277,11.887,-2.814,5
2.112,11.522,-3.278,5
2.02,11.055,-3.866,5
1.819,10.483,-4.33,5
1.646,10.015,-4.751,6
1.35,9.524,-5.244,5
1.075,9.226,-5.578,5
0.824,9.044,-5.776,5
0.785,8.816,-5.872,5
0.629,8.561,-6.192,5
0.474,8.446,-6.307,5
0.586,8.619,-6.223,5
0.744,9.308,-6.094,5
0.892,10.361,-5.615,5
1.287,11.493,-4.595,5
1.771,12.834,-3.445,5
2.132,14.505,-2.522,5
2.055,16.251,-1.948,5
2.565,18.106,-1.215,5
2.722,19.884,-0.139,5
2.696,20.392,1.106,5
1.781,18.71,1.808,5
-0.286,14.827,2.07,5
-0.908,11.674,2.293,5
-1.366,8.242,2.832,5
-1.544,6.132,3.766,5
0.044,3.931,3.743,5
-1.683,3.865,3.39,5
-2.374,4.06,3.026,5
-2.689,4.03,2.663,5
-3.277,4.06,2.139,5
-3.836,4.912,1.728,5
-4.841,5.181,0.956,6
-5.151,5.973,0.567,5
-5.097,6.691,0.78,5
-4.902,6.986,0.942,5
-4.853,6.922,1.152,5
-4.776,6.83,1.317,5
-4.389,6.862,1.57,5
-3.848,7.03,1.819,5
-3.285,7.49,2.019,5
-2.432,8.305,2.297,5
-1.76,9.035,2.157,5
-1.314,9.325,1.679,5
-0.656,9.292,1.305,5
-0.066,9.176,0.945,5
0.352,9.054,0.622,5
0.946,9.053,0.388,5
1.386,9.224,0.169,5
1.737,9.432,0.051,5
1.988,9.61,0.375,5
2.232,9.734,0.84,5
2.315,9.885,1.162,5
2.333,9.902,1.5,5
2.313,9.789,1.482,5
2.089,9.7,1.675,5
2.087,9.54,2.328,5
2.102,9.356,2.923,5
2.145,9.215,3.24,5
1.885,8.963,3.309,5
1.727,8.719,3.125,6
1.445,8.482,2.567,5
1.033,8.37,2.079,5
0.796,8.267,1.627,5
0.695,8.114,1.289,5
0.407,7.995,1,5
0.46,7.923,0.889,5
0.404,7.796,0.711,5
0.191,7.751,0.48,5
