x,y,z,deltaT
3.665,12.25,0.709,5
3.822,12.174,0.938,5
3.854,12.147,1.051,5
3.777,12.105,0.958,5
3.672,12.13,0.812,5
3.626,12.203,0.706,6
3.526,12.407,0.596,5
3.342,12.488,0.439,5
3.206,12.565,0.177,5
3.022,12.507,-0.118,5
2.903,12.324,-0.297,5
2.783,12.102,-0.499,5
2.758,11.892,-0.719,5
2.553,11.924,-0.921,5
2.234,12.028,-1.387,5
2.103,11.981,-1.966,5
1.962,11.921,-2.029,5
1.782,11.989,-2.332,5
1.546,12.174,-2.965,5
1.263,12.585,-3.868,5
0.625,13.207,-4.858,5
0.193,14.009,-5.827,5
-0.099,15.084,-6.434,5
-0.355,16.202,-6.357,5
-0.3,17.668,-5.482,5
-0.477,18.649,-4.282,5
-0.143,19.603,-2.689,5
-0.188,19.804,-1.106,5
-0.952,19.367,1.02,5
-0.333,18.33,3.554,5
0.941,17.222,5.469,5
1.167,16.185,5.721,5
0.09,13.256,3.546,5
-0.605,9.452,1.029,5
0.464,6.326,0.669,6
2.329,3.064,1.04,5
2.276,0.94,0.61,5
0.438,-0.278,-0.717,5
-0.96,-1.105,-1.981,5
-1.852,-1.34,-2.069,5
-2.454,-0.81,-1.051,5
-3.109,0.119,0.459,5
-3.92,1.275,1.884,5
-4.979,2.562,2.698,5
-5.786,4.308,3.067,5
-6.25,6.443,3.604,5
-6.111,8.809,4.185,5
-5.439,11.001,4.392,5
-4.816,12.546,3.878,5
-4.428,13.404,2.873,5
-4.079,13.752,1.647,5
-3.551,13.359,0.615,5
-3.15,12.243,-0.182,5
-2.574,10.698,-0.382,5
-1.898,9.169,-0.044,5
-1.191,7.829,0.366,5
-0.74,6.707,0.658,5
-0.459,5.842,0.832,5
-0.25,4.968,1.05,5
0.374,4.525,1.285,5
1.162,4.448,1.561,5
1.647,4.577,1.858,5
1.912,5.065,1.959,6
2.287,5.776,1.994,5
2.419,6.588,2.105,5
2.603,7.433,2.563,5
2.829,8.394,2.979,5
3.11,9.125,3.333,5
3.409,9.517,3.709,5
3.349,9.721,3.906,5
3.212,9.768,3.869,5
2.977,9.782,3.523,5
2.796,9.652,3.197,5
2.687,9.557,2.933,5
2.52,9.387,2.658,5
2.293,9.327,2.261,5
2.04,9.298,1.781,5
1.809,9.234,1.314,5
1.459,9.27,1.036,5
1.222,9.252,0.766,5
0.923,9.286,0.511,5
0.84,9.166,0.209,5
0.586,9.051,-0.007,5
0.478,8.923,-0.075,5
0.419,8.78,0.033,5
0.45,8.699,0.361,5
0.533,8.673,0.733,5
0.687,8.724,1.143,5
0.73,8.92,1.715,5
0.712,8.998,2.091,5
0.909,9.114,2.641,6
0.903,9.086,2.963,5
0.969,9.153,3.251,5
0.953,9.15,3.418,5
1.094,9.058,3.602,5
1.254,8.957,3.666,5
1.257,8.816,3.585,5
1.126,8.759,3.447,5
1.239,8.715,3.288,5
1.129,8.495,2.973,5
0.959,8.339,2.633,5
0.83,8.277,2.28,5
0.904,8.086,1.938,5
0.788,7.97,1.755,5
0.699,7.881,1.704,5
0.71,7.928,1.937,5
0.747,7.902,2.119,5
0.584,7.983,2.382,5
1.166,7.832,2.522,5
1.831,7.858,1.723,5
0.865,8.081,1.755,5
0.821,8.14,2.251,5
1.188,8.051,2.552,5
1.07,8.014,2.67,5
1.261,8.071,2.691,5
1.365,8.145,2.58,5
1.378,8.218,2.451,5
1.356,8.282,2.438,5
1.404,8.222,2.441,6
1.363,8.165,2.351,5
1.432,8.073,2.244,5
1.466,7.953,2.096,5
1.571,7.644,1.91,5
0.798,7.85,1.803,5
1.277,7.907,2.009,5
1.297,8.032,1.784,5
1.13,8.116,1.69,5
0.897,8.118,1.556,5
0.785,8.013,1.796,5
0.774,7.932,2.088,5
0.734,8.004,2.242,5
0.629,8.096,2.496,5
0.739,8.242,2.771,5
0.728,8.389,3.064,5
0.836,8.607,3.141,5
0.756,8.879,2.999,5
0.688,9.133,3.244,5
0.757,9.256,3.197,5
0.748,9.311,2.966,5
0.837,9.397,2.892,5
1.04,9.445,2.969,5
1.154,9.608,3.042,5
1.114,9.83,2.997,5
1.064,10.066,2.9,5
1.104,10.285,2.918,5
1.036,10.487,3.058,5
0.999,10.672,3.222,5
0.892,10.697,3.532,6
0.741,10.765,3.824,5
0.77,10.784,4.303,5
0.844,10.808,4.729,5
0.838,10.821,5.008,5
0.764,10.87,5.171,5
0.695,10.889,5.329,5
0.682,10.909,5.332,5
0.51,10.918,5.118,5
0.442,10.865,4.874,5
0.285,10.998,4.464,5
0.182,11.041,4.148,5
0.094,11.335,3.875,5
0.119,11.506,3.642,5
0.109,11.431,3.092,5
-0.264,11.739,2.598,5
-0.344,12.056,2.24,5
-0.43,12.312,1.956,5
-0.497,12.615,1.653,5
-0.51,12.925,1.473,5
-0.516,13.079,1.418,5
-0.484,13.201,1.586,5
-0.353,13.378,1.963,5
-0.223,13.392,2.456,5
-0.133,13.26,3.104,5
-0.157,12.98,3.688,5
-0.164,12.921,4.382,5
-0.1,12.69,5.214,5
0.136,12.614,6.074,6
0.485,12.525,6.873,5
0.606,12.364,7.406,5
0.539,12.297,7.765,5
0.536,12.253,7.944,5
0.488,12.248,7.9,5
0.247,12.049,7.649,5
0.158,11.692,7.341,5
0.255,11.424,6.982,5
0.234,11.105,6.46,5
0.061,10.613,5.966,5
-0.117,10.1,5.512,5
-0.284,9.668,5.073,5
-0.695,9.315,4.615,5
-1.079,9.176,4.244,5
-1.281,9.17,4.24,5
-1.706,9.097,4.328,5
-2.086,8.965,4.358,5
-2.498,8.781,4.389,5
-2.661,8.556,4.45,5
-2.753,8.293,4.497,5
-2.865,8.027,4.436,5
-2.817,7.93,4.316,5
-2.492,8.14,3.653,5
-2.521,8.473,2.359,5
-2.975,8.988,0.712,5
-3.2,9.53,-0.921,5
-3.567,9.915,-2.429,5
-3.944,10.182,-3.381,6
-3.946,10.243,-3.474,5
-3.575,10.17,-2.715,5
-3.069,10.016,-1.558,5
-2.503,9.705,-0.313,5
-2.074,9.357,0.857,5
-1.766,8.952,1.919,5
-1.402,8.379,2.995,5
-0.986,8.328,3.739,5
-0.636,7.992,4.036,5
-0.486,7.687,3.922,5
-0.409,7.558,3.637,5
-0.122,7.545,3.366,5
0.084,7.546,3.19,5
0.149,7.538,2.813,5
0.269,7.44,2.48,5
0.339,7.347,2.12,5
0.331,7.152,1.753,5
0.377,7.06,1.429,5
0.439,7.048,1.135,5
0.474,6.991,0.876,5
0.527,6.933,0.707,5
0.506,6.933,0.578,5
0.555,6.97,0.188,5
0.471,6.952,-0.291,5
0.189,6.94,-0.879,5
-0.072,6.916,-1.375,5
-0.089,7.019,-1.761,5
0.017,7.092,-1.745,6
0.115,7.152,-1.642,5
0.228,7.125,-1.589,5
0.191,7.149,-1.349,5
0.185,7.163,-1.034,5
0.368,7.163,-0.681,5
0.541,7.06,-0.34,5
0.527,6.932,-0.34,5
0.355,6.69,-0.523,5
0.257,6.486,-0.659,5
0.284,6.483,-0.791,5
0.181,6.41,-0.986,5
0.287,6.309,-1.126,5
0.288,6.282,-1.054,5
0.215,6.45,-1.048,5
0.183,6.472,-1.074,5
0.253,6.531,-1.095,5
0.249,6.559,-1.014,5
0.249,6.422,-1.041,5
0.189,6.373,-1.091,5
0.239,6.307,-1.091,5
0.252,6.282,-1.014,5
0.138,6.342,-0.997,5
0.068,6.457,-0.921,5
0.133,6.53,-0.804,5
0.171,6.628,-0.761,5
0.084,6.612,-0.793,5
0.104,6.488,-0.738,5
0.115,6.352,-0.822,5
0.149,6.234,-1.049,6
0.235,6.099,-1.195,5
0.197,6.002,-1.399,5
0.215,5.969,-1.563,5
0.334,5.937,-1.489,5
0.414,5.979,-1.311,5
0.631,6.052,-1.244,5
0.745,6.238,-1.079,5
0.905,6.491,-1.016,5
0.926,6.713,-1.189,5
0.86,7.012,-1.27,5
0.912,7.364,-1.347,5
1.107,7.85,-1.299,5
1.236,8.318,-1.159,5
1.553,8.93,-0.958,5
1.656,9.543,-0.706,5
1.777,10.31,-0.488,5
1.858,11.128,-0.114,5
1.88,11.973,0.173,5
2.179,12.813,0.497,5
2.43,13.51,0.718,5
2.6,14.193,0.879,5
2.794,14.672,0.876,5
2.99,15.014,0.888,5
3.045,15.181,0.777,5
2.943,15.016,0.54,5
2.842,14.929,0.124,5
2.828,14.769,-0.416,5
2.796,14.288,-0.957,6
2.918,14.151,-1.896,5
2.552,13.64,-3.08,5
1.956,12.994,-4.279,5
1.715,12.438,-5.025,5
1.564,11.782,-5.279,5
1.456,11.221,-5.205,5
1.526,10.685,-5.101,5
1.233,10.33,-5.178,5
1.033,10.189,-5.271,5
0.955,10.119,-5.484,5
0.572,10.036,-5.805,5
0.257,10.073,-6.16,5
0.24,10.191,-6.498,5
0.011,10.351,-6.753,5
-0.3,10.785,-6.969,5
-0.543,11.382,-6.845,5
-0.298,12.472,-6.293,5
-0.033,14.247,-5.207,5
0.272,16.379,-3.154,5
0.635,18.427,-0.214,5
1.657,20.192,2.698,5
2.536,21.623,5.69,5
2.983,21.261,7.291,5
2.563,18.901,8.472,5
3.304,14.935,8.123,5
3.638,12.714,6.267,5
2.611,10.453,3.709,5
2.15,7.362,0.881,5
2.12,4.652,-1.42,6
2.18,2.85,-2.405,5
2.196,1.668,-2.735,5
2.031,1.43,-2.568,5
0.841,1.824,-1.983,5
-0.757,2.297,-1.229,5
-1.748,3.199,-0.361,5
-2.741,4.232,0.26,5
-3.814,5.368,0.618,5
-4.722,6.358,0.998,5
-4.814,7.595,1.534,5
-4.395,8.699,2.04,5
-3.922,9.209,2.54,5
-3.292,9.139,2.897,5
-2.777,9.021,2.959,5
-2.274,8.712,3.161,5
-1.843,8.444,3.206,5
-1.369,7.866,3.071,5
-1.196,7.256,2.779,5
-0.929,6.781,2.481,5
-0.367,6.559,2.391,5
0.189,6.842,2.532,5
0.324,7.076,2.802,5
0.523,7.21,2.672,5
0.83,7.344,2.334,5
0.828,7.402,1.977,5
0.884,7.336,1.727,5
1.17,7.389,1.875,5
1.609,7.578,1.904,6
1.683,7.612,1.831,5
2.307,8.114,1.736,5
2.707,8.699,1.648,5
2.828,9.23,1.64,5
2.998,9.652,1.612,5
3.046,10.239,1.604,5
3.113,10.684,1.559,5
3.045,10.919,1.594,5
2.825,10.97,1.47,5
2.465,10.777,1.327,5
2.362,10.497,1.407,5
2.476,10.139,1.602,5
2.222,10.046,1.831,5
1.908,9.82,1.923,5
1.723,9.269,1.934,5
1.397,9.081,1.952,5
1.324,8.943,1.953,5
1.028,8.811,2.106,5
0.698,8.461,2.009,5
0.525,8.294,1.709,5
0.213,8.319,1.825,5
0.134,8.293,1.861,5
0.249,8.244,1.828,5
0.104,8.228,1.819,5
-0.095,8.194,1.85,5
-0.004,8.229,1.948,5
0.075,8.309,2.027,5
-0.046,8.299,2.266,6
-0.133,8.417,2.527,5
-0.117,8.549,2.936,5
0.039,8.839,3.222,5
0.07,9.094,3.301,5
0.073,9.224,3.32,5
0.107,9.182,3.319,5
0.17,9.234,3.142,5
0.145,9.251,2.669,5
0.056,9.12,1.664,5
-0.254,9.004,0.793,5
-0.195,8.963,0.822,5
0.153,8.916,1.005,5
0.326,8.793,0.773,5
0.271,8.921,0.14,5
0.313,8.798,-0.152,5
0.378,8.756,-0.043,5
0.574,8.755,0.207,5
0.67,8.709,0.303,5
0.654,8.636,0.505,5
0.632,8.515,0.69,5
0.595,8.411,0.874,5
0.656,8.247,1.173,5
0.68,8.12,1.486,5
0.675,7.934,1.709,5
0.668,8.009,1.747,5
0.651,8.007,1.882,5
0.724,7.868,2.045,5
0.73,7.919,2.268,6
0.643,8.074,2.356,5
0.725,8.148,2.412,5
0.76,8.252,2.583,5
0.821,8.459,2.532,5
0.873,8.707,2.292,5
0.746,8.917,1.725,5
0.543,9.008,0.883,5
0.144,9.142,0.184,5
-0.044,9.238,-0.242,5
-0.141,9.212,0.179,5
-0.205,9.296,1.009,5
-0.204,9.407,1.524,5
-0.188,9.447,1.533,5
-0.17,9.574,1.469,5
-0.134,9.689,1.846,5
0.154,9.57,2.382,5
0.361,9.623,2.595,5
0.193,9.516,2.785,5
0.138,9.524,3.121,5
0.198,9.647,3.46,5
0.222,9.877,3.679,5
0.213,10.06,3.737,5
0.053,10.264,3.822,5
-0.125,10.394,3.732,5
-0.231,10.626,3.396,5
-0.248,10.818,2.885,5
-0.458,10.98,2.189,5
-0.79,10.986,2.087,5
-1.104,11.108,2.224,6
-1.033,11.214,2.349,5
-0.949,11.435,2.202,5
-0.878,11.681,2.079,5
-0.904,11.707,1.88,5
-0.867,11.711,1.52,5
-0.858,11.809,1.146,5
-0.763,12.104,0.947,5
-0.521,12.219,1.069,5
-0.373,12.592,1.168,5
-0.216,13.072,1.373,5
-0.015,13.38,1.7,5
0.16,13.529,2.012,5
-0.059,13.585,2.412,5
-0.289,13.428,2.886,5
-0.397,13.215,3.402,5
-0.217,13.155,4.034,5
0.131,13.055,4.433,5
0.398,12.825,4.846,5
0.309,12.492,5.224,5
0.42,12.545,5.252,5
0.296,12.454,5.098,5
0.609,12.48,4.876,5
1.07,12.611,4.871,5
0.961,12.099,4.849,5
0.942,11.727,4.519,5
1.169,11.752,4.373,5
1.277,11.488,4.516,5
1.341,11.284,4.209,6
1.027,10.907,3.97,5
0.674,10.406,3.738,5
0.249,9.746,3.787,5
-0.076,9.719,3.895,5
0.217,9.922,4.296,5
0.567,10.043,4.833,5
0.357,10.132,5.126,5
-0.008,10.108,5.006,5
-0.474,9.956,4.873,5
-0.64,9.579,4.664,5
-0.437,9.344,3.351,5
-1.021,9.215,1.58,5
-2.708,9.174,0.579,5
-3.361,9.349,-0.203,5
-3.379,9.554,-1.417,5
-3.386,9.696,-2.449,5
-3.472,9.634,-2.997,5
-3.597,9.593,-3.394,5
-3.696,9.495,-3.675,5
-3.523,9.446,-3.719,5
-3.407,9.26,-3.35,5
-3.236,9.17,-2.765,5
-2.795,9.02,-2.116,5
-2.205,8.678,-1.307,5
-2.004,8.204,-0.255,5
-1.543,7.766,0.907,5
-0.919,7.408,2.073,5
-0.227,7.118,3.071,6
0.083,6.775,3.927,5
0.761,6.798,4.631,5
0.951,7.049,5.038,5
-0.942,6.69,3.718,5
-1.744,6.315,0.738,5
-1.906,6.47,-1.462,5
-1.608,6.991,-1.34,5
-0.405,7.428,-0.321,5
0.572,7.722,0.093,5
0.45,7.335,-0.249,5
0.86,7.141,-1.024,5
1.834,7.892,-1.35,5
1.273,7.722,-1.582,5
1.439,7.69,-2.396,5
1.671,7.708,-3.121,5
1.574,7.713,-3.121,5
1.965,7.888,-3.107,5
2.413,8.101,-3.102,5
1.617,7.522,-3.363,5
1.174,6.898,-3.701,5
2.438,7.561,-4.035,5
2.356,7.43,-4.562,5
1.287,6.258,-4.851,5
2.178,7.029,-4.763,5
2.382,7.299,-4.18,5
2.045,6.955,-3.858,5
1.769,6.684,-3.767,5
1.624,6.465,-3.574,6
1.666,6.433,-3.136,5
1.659,6.111,-2.487,5
1.796,5.929,-2.368,5
1.603,6.08,-2.301,5
1.433,5.851,-2.711,5
1.041,5.428,-3.611,5
0.616,5.016,-3.606,5
0.924,4.976,-2.803,5
1.621,5.108,-2.092,5
2.022,5.399,-2.051,5
2.159,5.531,-2.404,5
2.087,5.574,-2.74,5
1.929,5.688,-2.919,5
1.702,5.571,-2.859,5
1.67,5.554,-2.77,5
1.72,5.677,-2.667,5
1.577,5.731,-2.511,5
1.373,5.645,-2.501,5
1.395,5.558,-2.598,5
1.31,5.531,-2.699,5
1.282,5.655,-2.943,5
1.26,5.84,-3.201,5
0.974,6.076,-3.584,5
0.829,6.441,-3.86,5
0.895,6.743,-4.197,5
0.878,6.946,-4.418,5
0.764,7.247,-4.396,5
0.754,7.571,-4.277,5
0.904,8.026,-3.994,6
1.226,8.641,-3.264,5
2.452,9.618,-2.359,5
3.095,10.69,-1.522,5
2.887,11.785,-1.126,5
3.056,12.928,-1.084,5
3.492,13.934,-1.729,5
3.408,14.574,-1.732,5
3.622,14.883,-0.88,5
4.251,15.028,-0.669,5
4.539,14.882,-1.281,5
4.502,14.666,-2.443,5
4.268,14.437,-2.812,5
3.245,13.09,-2.959,5
2.447,11.599,-3.555,5
2.337,10.609,-4.444,5
2.319,9.833,-4.995,5
2.455,9.251,-4.841,5
2.665,8.743,-4.799,5
2.876,8.464,-5.228,5
2.386,8.152,-6.081,5
1.842,8.056,-7.049,5
1.361,7.885,-7.945,5
0.959,7.744,-8.59,5
0.902,7.621,-9.025,5
1.137,7.284,-9.682,5
1.284,6.74,-10.253,5
1.253,6.412,-9.347,5
1.536,6.278,-7.794,6
1.446,6.224,-6.278,5
1.049,6.111,-5.832,5
0.549,6.323,-5.707,5
0.343,7.521,-4.206,5
0.902,9.774,-4.03,5
1.182,13.373,-3.442,5
0.341,17.609,-1.314,5
-0.687,21.403,-0.12,5
-1.474,24.028,-0.342,5
-1.014,25.015,-2.202,5
-0.379,24.899,-3.756,5
-1.378,23.775,-5.229,5
-4.126,20.99,-5.366,5
-5.793,15.441,-3.936,5
-2.757,10.902,-3.324,5
-0.05,7.285,-3.339,5
0.841,4.789,-2.88,5
1.101,2.669,-1.858,5
2.213,1.109,-0.102,5
4.174,0.368,2.648,5
5.152,0.377,4.483,5
3.717,0.266,4.943,5
2.066,0.904,4.54,5
0.919,2.439,3.765,5
-0.443,4.684,3.062,5
-1.561,7.185,2.679,5
-2.515,9.537,2.211,5
-2.902,11.701,1.904,6
-2.886,13.051,1.751,5
-2.163,13.771,1.561,5
-1.59,13.912,0.747,5
-1.69,13.47,0.289,5
-1.235,12.9,0.343,5
-0.695,11.581,0.372,5
-0.46,10.161,0.696,5
-0.164,8.616,1.653,5
0.202,7.529,2.236,5
0.339,6.92,2.441,5
0.4,6.486,2.6,5
0.383,6.322,2.679,5
0.393,6.243,2.913,5
0.298,6.418,2.862,5
0.425,6.672,2.55,5
0.861,6.949,2.561,5
1.065,7.489,2.402,5
1.416,7.958,2.106,5
1.708,8.332,1.778,5
1.847,8.713,1.575,5
1.884,9.124,1.422,5
1.878,9.398,1.472,5
1.986,9.546,1.465,5
2.215,9.614,1.504,5
2.472,9.595,1.453,5
2.51,9.555,1.389,5
2.535,9.506,1.156,5
2.42,9.446,0.826,6
2.219,9.306,0.576,5
2.237,9.18,0.42,5
1.985,9.204,0.322,5
1.726,9.086,0.358,5
1.723,8.836,0.159,5
1.619,8.744,0.057,5
1.502,8.617,0.095,5
1.444,8.565,0.137,5
1.395,8.543,0.154,5
1.315,8.587,0.224,5
1.194,8.708,0.548,5
1.2,8.685,1.028,5
1.353,8.679,1.571,5
1.434,8.712,1.839,5
1.523,8.761,1.942,5
1.645,8.791,1.972,5
1.637,8.839,1.863,5
1.764,8.888,1.752,5
1.846,8.967,1.697,5
1.898,9.026,1.579,5
1.935,9.097,1.397,5
1.985,9.039,1.192,5
1.872,9.036,0.94,5
1.823,8.998,0.783,5
1.738,9.171,0.327,5
1.568,9.316,0.31,5
1.627,9.158,0.835,5
1.868,8.881,1.168,5
1.882,8.634,1.117,6
1.835,8.534,1.026,5
1.815,8.392,0.978,5
1.802,8.124,0.989,5
1.829,7.927,0.953,5
1.698,7.925,0.87,5
1.771,7.955,0.727,5
1.696,8.046,0.7,5
2.138,8.066,0.607,5
2.013,7.949,0.023,5
1.819,7.887,0.221,5
1.752,7.919,0.368,5
1.666,8.034,0.498,5
2.027,8.063,0.594,5
1.862,8.063,0.6,5
1.58,8.16,0.613,5
1.5,8.372,0.561,5
1.372,8.547,0.6,5
1.298,8.786,0.64,5
1.328,8.944,0.776,5
1.493,8.887,1.546,5
1.282,9.022,1.808,5
1.226,9.078,1.682,5
1.226,8.953,1.725,5
1.081,8.84,1.762,5
0.873,8.801,1.783,5
0.641,8.923,1.868,5
0.717,8.788,2.07,5
0.756,9.11,2.491,6
0.674,9.606,2.412,5
0.688,9.682,2.175,5
0.709,10.055,2.394,5
0.686,10.349,2.749,5
0.686,10.444,3.131,5
0.447,11.079,3.328,5
0.415,10.912,3.355,5
0.48,11.079,3.057,5
0.187,11.502,2.583,5
0.007,11.145,2.189,5
0.005,11.168,1.808,5
-0.163,11.617,1.333,5
-0.328,11.671,0.824,5
-0.363,11.589,0.4,5
-0.458,11.836,0.099,5
-0.703,11.953,0.004,5
-0.823,12.11,-0.038,5
-0.733,12.267,0.126,5
-0.541,12.375,0.545,5
-0.185,12.547,1.181,5
0.526,12.798,1.946,5
1.07,13.034,2.734,5
1.356,13.194,3.569,5
1.318,13.206,4.19,5
1.264,13.176,4.716,5
1.272,13.092,5.029,5
1.308,12.895,5.496,5
1.092,12.683,6.497,6
0.943,12.611,7.05,5
1.042,12.759,6.842,5
1.062,12.852,6.023,5
1.104,12.797,5.289,5
1.609,12.702,4.604,5
1.712,12.55,4.098,5
1.599,12.406,3.555,5
1.999,12.605,2.867,5
2.437,12.669,2.405,5
1.846,11.891,1.868,5
1.054,10.962,1.059,5
0.726,10.388,0.681,5
0.563,9.949,0.862,5
0.713,10.003,1.141,5
0.785,10.18,1.349,5
0.45,10.385,1.348,5
0.241,10.409,1.339,5
0.081,10.376,1.566,5
-0.005,10.26,1.529,5
-0.323,9.942,1.417,5
-0.628,9.648,1.297,5
-0.986,9.525,0.867,5
-1.147,9.685,0.187,5
-1.372,9.802,-0.246,5
-1.626,9.825,-0.649,5
-1.649,9.879,-1.089,5
-1.644,9.979,-1.948,5
-1.966,9.951,-2.852,6
-2.322,9.993,-3.535,5
-2.369,10.049,-3.748,5
-2.092,9.792,-3.471,5
-1.716,9.65,-2.875,5
-1.562,9.356,-2.231,5
-1.041,8.904,-1.519,5
-0.823,8.497,-0.585,5
-0.707,8.261,0.237,5
-0.397,8.163,0.729,5
-0.052,7.987,0.728,5
0.323,7.843,0.68,5
0.625,7.76,0.749,5
1.012,7.777,1.173,5
1.5,7.83,1.308,5
1.819,8.01,1.221,5
2.144,8.229,0.789,5
2.368,8.273,0.069,5
2.325,8.078,-0.547,5
2.375,7.922,-1.03,5
2.267,7.691,-1.274,5
2.169,7.55,-1.734,5
2.098,7.45,-1.953,5
2.055,7.396,-2.14,5
2.216,7.303,-2.081,5
1.603,7.396,-2.024,5
1.522,7.233,-2.311,5
1.112,7.152,-2.506,5
0.926,7.121,-2.472,5
0.796,6.909,-2.293,6
0.715,6.727,-2.032,5
0.599,6.52,-2.099,5
0.376,6.386,-2.2,5
0.278,6.263,-2.211,5
0.194,6.199,-2.535,5
-0.069,6.132,-2.953,5
-0.282,6.175,-2.947,5
0.013,6.144,-2.523,5
0.27,6.267,-2.258,5
0.343,6.288,-2.384,5
0.195,6.268,-2.582,5
0.172,6.332,-2.539,5
0.393,6.302,-2.453,5
0.464,6.214,-2.404,5
0.508,5.965,-2.365,5
0.611,5.775,-2.281,5
0.635,5.646,-2.317,5
0.702,5.548,-2.261,5
0.762,5.462,-2.099,5
0.885,5.456,-2.051,5
0.906,5.477,-2.189,5
0.954,5.462,-2.408,5
1.03,5.386,-2.522,5
1.146,5.27,-2.601,5
1.351,5.149,-2.408,5
1.523,5.046,-2.173,5
1.532,4.958,-2.219,5
1.774,5.122,-2.42,6
2.049,5.324,-2.496,5
2.306,5.531,-2.462,5
2.492,5.777,-2.726,5
2.58,6.059,-3.115,5
2.58,6.442,-3.49,5
2.743,6.846,-3.574,5
3.019,7.472,-3.376,5
3.166,8.102,-3.255,5
3.142,8.742,-3.214,5
3.386,9.513,-2.505,5
4.046,10.411,-1.417,5
4.481,11.438,-0.766,5
4.658,12.441,-0.647,5
4.623,13.375,-0.787,5
4.386,14.122,-0.935,5
4.224,14.34,-1.235,5
3.829,14.12,-1.552,5
3.921,13.928,-1.832,5
4.037,13.925,-1.953,5
4.004,13.693,-2.17,5
3.981,13.425,-2.844,5
3.517,12.914,-3.632,5
3.051,12.595,-4.24,5
2.853,12.171,-4.458,5
2.832,11.689,-4.257,5
2.832,10.953,-4.111,5
2.758,10.155,-4.054,5
2.561,9.431,-3.968,6
2.547,8.896,-4.057,5
2.82,8.686,-4.141,5
3.302,8.569,-4.206,5
3.452,8.603,-4.388,5
3.157,8.742,-4.821,5
2.789,8.927,-5.024,5
2.709,9.302,-5.131,5
2.858,9.832,-5.58,5
2.883,10.825,-6.248,5
2.722,12.273,-6.448,5
2.714,13.983,-6.118,5
2.701,15.75,-5.527,5
2.675,17.756,-5.103,5
2.241,19.632,-4.559,5
1.793,20.808,-3.592,5
1.348,21.05,-2.22,5
0.989,20.502,-1.101,5
-0.123,18.691,-0.938,5
-1.411,15.586,-0.904,5
-2.656,11.337,-0.771,5
-2.413,6.43,-0.264,5
0.011,3.269,0.631,5
2.197,1.493,1.861,5
2.61,0.853,2.636,5
1.973,0.623,2.906,5
1.346,0.848,2.922,5
0.655,1.341,2.793,5
0.025,2.409,2.433,6
-0.74,3.95,2.081,5
-1.577,5.788,1.749,5
-2.196,7.936,1.313,5
-2.69,9.776,0.842,5
-3.028,10.792,0.555,5
-2.854,11.412,0.422,5
-2.621,11.789,0.562,5
-2.405,11.776,0.772,5
-2.085,11.509,0.997,5
-1.958,10.766,1.032,5
-1.82,9.715,1.11,5
-1.149,8.981,1.271,5
-0.56,8.689,1.35,5
-0.2,8.534,1.627,5
-0.135,8.288,1.74,5
-0.073,7.919,1.569,5
0,7.51,1.456,5
0.085,7.326,1.257,5
0.047,7.416,1.167,5
0.101,7.579,1.024,5
0.458,7.842,0.851,5
0.679,8.237,0.987,5
0.812,8.541,1.06,5
1.018,8.758,0.845,5
1.309,9.026,0.584,5
1.393,9.231,0.346,5
1.497,9.54,0.325,5
1.494,9.806,0.191,6
1.586,9.858,-0.169,5
1.607,9.824,-0.504,5
1.683,9.744,-0.621,5
1.675,9.7,-0.577,5
1.783,9.595,-0.605,5
1.758,9.595,-0.556,5
1.741,9.526,-0.501,5
1.642,9.355,-0.48,5
1.436,9.282,-0.34,5
1.252,9.181,-0.113,5
1.149,9.078,0.038,5
1.046,8.951,0.064,5
0.925,8.805,-0.008,5
0.755,8.721,0.015,5
0.604,8.641,0.263,5
0.489,8.711,0.664,5
0.489,8.76,0.968,5
0.64,8.788,1.283,5
0.758,8.784,1.443,5
0.84,8.753,1.492,5
0.895,8.767,1.513,5
1.016,8.849,1.455,5
1.159,8.987,1.426,5
1.368,9.129,1.324,5
1.611,9.139,1.169,5
1.747,9.092,1.053,5
1.838,9.083,0.831,5
1.934,9.167,0.697,5
1.881,9.192,0.599,6
2.003,9.128,0.384,5
1.978,9.08,0.203,5
1.783,9.017,0.271,5
1.762,8.867,0.556,5
1.787,8.769,0.744,5
1.758,8.682,0.956,5
1.581,8.673,1.222,5
1.372,8.667,1.219,5
1.541,8.724,1.343,5
1.373,8.589,1.329,5
1.484,8.401,1.32,5
1.437,8.297,1.376,5
1.36,8.24,1.274,5
1.16,8.145,1.235,5
0.901,8.332,1.147,5
0.939,8.414,0.957,5
0.971,8.406,0.84,5
1.044,8.405,0.791,5
1.068,8.41,0.889,5
1.071,8.456,0.972,5
1.143,8.529,0.921,5
1.096,8.524,0.775,5
1.076,8.737,0.827,5
0.961,9.091,0.973,5
0.857,9.284,1.034,5
0.941,9.328,0.991,5
1.095,9.335,0.613,5
1.128,9.308,0.394,6
1.191,9.228,0.547,5
1.18,9.174,0.653,5
0.943,9.181,0.692,5
0.844,9.231,0.803,5
0.769,9.322,0.949,5
0.751,9.492,1.149,5
0.68,9.416,1.293,5
0.872,9.409,1.168,5
0.666,9.021,1.283,5
0.454,9.004,1.3,5
0.506,8.963,1.308,5
0.62,9.06,1.251,5
0.521,9.223,1.243,5
0.387,9.368,1.203,5
0.402,9.512,1.105,5
0.242,9.448,1.216,5
0.168,9.666,1.301,5
0.089,9.815,1.134,5
-0.081,9.844,0.962,5
