x,y,z,dt
9.021,-15.37,-7.163,10
4.299,-15.131,3.208,10
0.45,-14.499,5.209,10
0.095,-13.225,-0.517,9
1.608,-11.903,-6.387,10
1.675,-11.128,-6.454,10
2.624,-11.281,-4.127,10
3.074,-11.425,-2.001,9
2.585,-11.195,-0.727,10
1.934,-10.266,-0.632,10
1.666,-8.81,-1.359,10
1.628,-7.412,-1.972,10
1.407,-7.153,-2.691,9
1.216,-8.868,-3.763,10
0.861,-11.022,-4.309,10
0.536,-11.903,-4.05,10
0.344,-11.645,-3.351,9
0.047,-9.835,-2.422,10
-0.44,-7.268,-1.723,10
-0.9,-5.19,-1.197,10
-1.484,-4.108,-1.168,9
-1.628,-3.562,-1.752,10
-1.225,-3.409,-2.882,10
-0.641,-3.811,-3.6,10
-0.296,-4.721,-3.256,9
-0.162,-6.004,-2.317,10
-0.028,-7.623,-1.407,10
0.459,-9.241,-0.699,10
1.197,-10.333,-0.095,10
1.666,-10.256,0.651,9
1.924,-9.241,1.187,10
2.442,-8.312,0.603,10
2.719,-7.584,-0.804,10
2.681,-7.785,-2.432,9
2.853,-8.255,-3.936,10
3.074,-8.274,-4.386,10
3.275,-7.881,-3.687,10
3.438,-7.69,-2.604,9
3.457,-8.063,-1.685,10
3.035,-9.078,-0.881,10
2.106,-11.137,-1.225,10
1.139,-13.397,-2.71,9
1.082,-14.499,-3.294,10
2.02,-15.207,-2.509,10
2.853,-15.562,-3.016,10
3.179,-16.701,-6.196,10
1.608,-16.998,-8.561,9
0.114,-15.983,-7.699,10
-0.545,-14.413,-6.732,10
-1.695,-13.014,-5.861,10
-3.39,-11.789,-5.985,9
-4.539,-10.084,-6.464,10
-3.974,-7.077,-7.134,10
-1.484,-5.171,-4.232,10
0.957,-5.363,-1.101,9
0.746,-7.259,-1.283,10
-1.79,-8.609,-3.821,10
-5.315,-8.877,-6.311,10
-7.45,-8.398,-6.1,9
-7.268,-7.498,-4.951,10
-5.707,-7.153,-4.156,10
-4.491,-6.933,-3.581,10
-2.777,-6.655,-3.303,10
-0.842,-6.177,-3.217,9
-0.842,-6.177,-2.451,10
0.718,-5.324,-2.451,10
1.896,-3.792,-1.905,10
2.413,-2.03,-2.059,9
2.154,-0.928,-2.557,10
1.723,-0.775,-3.102,10
1.944,-1.723,-3.39,10
2.173,-3.447,-3.581,9
2.336,-5.324,-3.639,10
2.25,-6.818,-3.648,10
1.723,-7.642,-3.15,10
0.995,-7.603,-2.288,10
0.344,-6.387,-1.302,9
-0.316,-4.999,-0.181,10
-1.235,-4.683,0.632,10
-1.733,-5.803,0.756,10
-1.915,-7.852,0.172,9
-1.723,-9.816,-0.957,10
-1.359,-10.975,-2.336,10
-0.833,-11.559,-4.462,10
-0.383,-11.147,-7.058,9
-0.258,-10.477,-8.791,10
-0.651,-9.806,-7.24,10
-1.8,-9.423,-4.041,10
-3.227,-9.404,-0.881,9
-5.104,-10.86,0.517,10
-6.464,-12.478,0,10
-5.995,-13.579,-1.838,10
-3.916,-14.259,-4.118,10
0.239,-15.217,-3.179,9
4.271,-14.393,-0.057,10
6.569,-13.33,4.683,10
7.067,-12.708,5.305,10
4.261,-15.667,-0.335,9
2.355,18.339,-12.009,10
6.732,15.725,-17.257,10
9.337,-17.966,-8.571,10
6.607,-10.295,2.384,9
1.608,-6.761,5.726,10
-1.407,-6.09,1.666,10
-0.172,-7.259,-3.476,10
1.589,-9.394,-3.572,9
2.355,-11.789,-1.177,10
2.949,-13.378,0.009,10
2.595,-13.991,-0.095,10
0.881,-13.599,-0.9,10
-0.392,-10.888,-1.149,9
-0.459,-8.37,-0.603,10
-0.402,-7.422,0.306,10
-0.258,-7.067,0.852,10
-0.478,-6.694,0.373,9
-1.072,-6.684,-1.091,10
-0.909,-7.115,-2.719,10
-0.057,-7.565,-3.15,10
0.421,-7.843,-2.02,9
0.488,-7.91,-1.082,10
1.005,-7.383,-0.871,10
1.666,-6.378,-1.35,10
2.413,-5.19,-2.375,10
2.738,-4.395,-3.677,9
2.269,-4.577,-4.443,10
0.852,-5.477,-3.102,10
-0.325,-5.918,-0.383,10
-0.66,-6.205,1.58,9
-0.344,-6.54,2.25,10
0.421,-6.54,1.742,10
0.421,-7.23,1.742,10
1.991,-7.728,0.766,9
3.083,-8.073,-0.373,10
3.744,-8.58,-0.938,10
4.223,-8.772,-0.919,10
4.616,-8.82,-1.177,9
4.75,-8.781,-1.589,10
4.146,-8.753,-1.312,10
2.863,-8.82,-0.89,10
1.982,-9.05,-0.909,9
1.685,-9.864,-1.934,10
1.628,-11.204,-3.169,10
1.522,-12.478,-3.706,10
1.254,-13.752,-3.821,10
1.541,-15.265,-3.428,9
1.752,-16.874,-4.213,10
0.651,-19.507,-6.033,10
-0.957,-20.12,-7.642,10
-2.001,-18.349,-6.981,9
